T,K,Spread,Weight,Type,Market,Model,Err,IV_Mkt,IV_Model
0.062,5900.0,0.7999999999999998,1.2500000000000002,PUT,3.9,2.32,-1.58,0.3203,0.297
0.062,6375.0,1.0,1.0,PUT,12.8,14.1,1.3,0.2355,0.241
0.062,6750.0,1.2999999999999972,0.7692307692307709,PUT,48.95,52.29,3.34,0.1779,0.1839
0.065,6000.0,1.0,1.0,PUT,5.3,3.88,-1.42,0.2998,0.285
0.065,6500.0,1.0,1.0,PUT,21.2,23.43,2.23,0.2166,0.2231
0.065,7150.0,1.0,1.0,CALL,13.5,16.39,2.89,0.108,0.1151
0.067,6350.0,0.5,2.0,PUT,14.05,14.97,0.92,0.2391,0.2428
0.067,6750.0,0.7000000000000028,1.4285714285714228,PUT,53.65,56.16,2.51,0.1788,0.183
0.07,6100.0,0.9000000000000004,1.1111111111111107,PUT,7.95,6.8,-1.15,0.28,0.272
0.07,6700.0,1.2999999999999972,0.7692307692307709,PUT,47.65,49.54,1.89,0.1878,0.1912
0.073,5300.0,0.2999999999999998,3.3333333333333353,PUT,2.3,0.36,-1.94,0.4278,0.35
0.073,5950.0,0.40000000000000036,2.499999999999998,PUT,6.5,4.39,-2.11,0.3067,0.2873
0.073,6350.0,0.5,2.0,PUT,17.05,17.09,0.04,0.2412,0.2413
0.073,6480.0,0.5,2.0,PUT,25.05,25.91,0.86,0.2218,0.2241
0.073,6620.0,0.5999999999999943,1.6666666666666825,PUT,39.0,40.13,1.13,0.2013,0.2035
0.073,6740.0,0.7000000000000028,1.4285714285714228,PUT,57.55,58.08,0.53,0.183,0.1839
0.073,7130.0,0.5,2.0,CALL,24.85,23.58,-1.27,0.1185,0.1161
0.073,7275.0,0.40000000000000036,2.499999999999998,CALL,4.4,6.21,1.81,0.1071,0.1152
0.081,6300.0,1.1000000000000014,0.909090909090908,PUT,16.05,17.45,1.4,0.2406,0.2455
0.081,6700.0,0.7000000000000028,1.4285714285714228,PUT,52.85,56.53,3.68,0.1833,0.1893
0.084,6100.0,1.0,1.0,PUT,10.5,10.0,-0.5,0.2706,0.2679
0.092,5300.0,0.5,2.0,PUT,3.55,0.94,-2.61,0.4036,0.3434
0.092,5975.0,0.3999999999999986,2.500000000000009,PUT,9.9,8.3,-1.6,0.2886,0.2792
0.092,6375.0,0.5,2.0,PUT,24.95,26.26,1.31,0.2305,0.2339
0.092,6550.0,0.5999999999999943,1.6666666666666825,PUT,40.2,42.2,2.0,0.2068,0.2105
0.092,6680.0,1.2999999999999972,0.7692307692307709,PUT,58.15,59.59,1.44,0.1888,0.191
0.092,7080.0,1.4000000000000057,0.7142857142857114,CALL,53.5,48.17,-5.33,0.1287,0.1215
0.092,7225.0,0.3999999999999986,2.500000000000009,CALL,14.6,14.7,0.1,0.1132,0.1134
0.1,6100.0,1.1000000000000014,0.909090909090908,PUT,13.95,14.13,0.18,0.2634,0.2641
0.1,6700.0,1.4000000000000057,0.7142857142857114,PUT,64.2,67.26,3.06,0.1826,0.1869
0.11,4925.0,0.7000000000000002,1.4285714285714282,PUT,3.15,0.59,-2.56,0.4494,0.3725
0.11,5300.0,0.40000000000000036,2.499999999999998,PUT,5.2,1.84,-3.36,0.3896,0.3389
0.11,5625.0,0.9999999999999991,1.0000000000000009,PUT,7.7,4.69,-3.01,0.3347,0.3091
0.11,5760.0,0.8999999999999986,1.111111111111113,PUT,9.35,6.82,-2.53,0.3131,0.2963
0.11,5890.0,0.8999999999999986,1.111111111111113,PUT,11.95,9.69,-2.26,0.2952,0.2836
0.11,6020.0,1.0,1.0,PUT,15.2,13.67,-1.53,0.2766,0.2704
0.11,6150.0,0.5,2.0,PUT,19.65,19.11,-0.54,0.2583,0.2565
0.11,6270.0,1.1000000000000014,0.909090909090908,PUT,25.85,25.84,-0.01,0.2431,0.243
0.11,6345.0,1.2999999999999972,0.7692307692307709,PUT,29.75,31.09,1.34,0.2311,0.2342
0.11,6425.0,1.4000000000000057,0.7142857142857114,PUT,36.1,37.76,1.66,0.221,0.2243
0.11,6500.0,0.5999999999999943,1.6666666666666825,PUT,44.2,45.21,1.01,0.2128,0.2145
0.11,6580.0,0.5999999999999943,1.6666666666666825,PUT,53.9,54.67,0.77,0.2024,0.2036
0.11,6655.0,1.8000000000000043,0.5555555555555542,PUT,64.1,65.26,1.16,0.191,0.1927
0.11,6735.0,1.9000000000000057,0.5263157894736826,PUT,78.55,78.83,0.28,0.18,0.1803
0.11,7085.0,1.4000000000000057,0.7142857142857114,CALL,65.2,56.94,-8.26,0.132,0.122
0.11,7165.0,1.5999999999999943,0.6250000000000022,CALL,36.4,31.49,-4.91,0.1221,0.1149
0.11,7250.0,0.5,2.0,CALL,18.45,16.89,-1.56,0.1164,0.1133
0.11,7380.0,0.40000000000000036,2.499999999999998,CALL,5.9,7.01,1.11,0.1126,0.1167
0.11,7550.0,0.3500000000000001,2.8571428571428563,CALL,1.62,2.46,0.83,0.1173,0.1248
0.13,5975.0,1.2000000000000028,0.8333333333333314,PUT,17.8,16.56,-1.24,0.2754,0.2711
0.13,6375.0,1.4000000000000057,0.7142857142857114,PUT,39.8,40.87,1.07,0.2254,0.2273
0.13,6640.0,1.5999999999999943,0.6250000000000022,PUT,71.8,72.29,0.49,0.1922,0.1928
0.13,6780.0,1.6999999999999886,0.588235294117651,PUT,99.25,97.66,-1.59,0.1737,0.1719
0.13,7250.0,0.5,2.0,CALL,25.25,22.57,-2.68,0.1177,0.1132
0.141,4975.0,0.5,2.0,PUT,5.15,1.78,-3.37,0.4147,0.3615
0.141,5200.0,0.9000000000000004,1.1111111111111107,PUT,6.65,3.13,-3.52,0.3805,0.3416
0.141,5350.0,0.4999999999999991,2.0000000000000036,PUT,7.95,4.51,-3.44,0.3581,0.3282
0.141,5505.0,1.0,1.0,PUT,9.6,6.52,-3.08,0.335,0.3141
0.141,5600.0,0.5,2.0,PUT,10.95,8.15,-2.8,0.3216,0.3053
0.141,5695.0,1.1000000000000014,0.909090909090908,PUT,12.45,10.14,-2.31,0.3079,0.2964
0.141,5775.0,1.1999999999999993,0.8333333333333338,PUT,14.1,12.17,-1.93,0.2972,0.2888
0.141,5860.0,1.1000000000000014,0.909090909090908,PUT,16.15,14.74,-1.41,0.2859,0.2805
0.141,5980.0,1.1000000000000014,0.909090909090908,PUT,19.85,19.25,-0.6,0.2705,0.2686
0.141,6120.0,1.2000000000000028,0.8333333333333314,PUT,25.8,26.11,0.31,0.2534,0.2542
0.141,6205.0,1.2999999999999972,0.7692307692307709,PUT,30.35,31.33,0.98,0.2429,0.245
0.141,6285.0,1.0999999999999943,0.9090909090909138,PUT,35.75,37.11,1.36,0.2335,0.2362
0.141,6360.0,1.4000000000000057,0.7142857142857114,PUT,41.7,43.41,1.71,0.2245,0.2275
0.141,6440.0,1.4000000000000057,0.7142857142857114,PUT,49.3,51.23,1.93,0.2149,0.2179
0.141,6515.0,0.7000000000000028,1.4285714285714228,PUT,57.55,59.75,2.2,0.2054,0.2085
0.141,6595.0,1.5,0.6666666666666666,PUT,68.75,70.35,1.6,0.1959,0.198
0.141,6670.0,1.5999999999999943,0.6250000000000022,PUT,81.0,81.97,0.97,0.1865,0.1876
0.141,6745.0,0.8000000000000114,1.2499999999999822,PUT,95.5,95.6,0.1,0.1766,0.1767
0.141,7100.0,0.6999999999999886,1.4285714285714517,CALL,74.95,68.16,-6.79,0.1297,0.1226
0.141,7175.0,1.5,0.6666666666666666,CALL,47.35,42.03,-5.32,0.1224,0.1159
0.141,7255.0,0.6000000000000014,1.6666666666666627,CALL,27.0,25.08,-1.92,0.1163,0.1134
0.141,7330.0,1.1999999999999993,0.8333333333333338,CALL,15.2,15.88,0.68,0.1126,0.114
0.141,7410.0,1.0,1.0,CALL,8.1,10.04,1.94,0.1107,0.1163
0.141,7485.0,0.9000000000000004,1.1111111111111107,CALL,4.55,6.68,2.13,0.1107,0.1192
0.187,4875.0,0.8999999999999995,1.1111111111111118,PUT,7.75,3.53,-4.22,0.4047,0.3619
0.187,5250.0,1.0,1.0,PUT,11.4,7.55,-3.85,0.3525,0.3291
0.187,5650.0,1.1000000000000014,0.909090909090908,PUT,18.65,16.25,-2.4,0.3013,0.2929
0.187,5820.0,1.1000000000000014,0.909090909090908,PUT,23.65,22.27,-1.38,0.2807,0.2769
0.187,5940.0,1.3999999999999986,0.714285714285715,PUT,27.9,27.73,-0.17,0.2657,0.2654
0.187,6075.0,1.0,1.0,PUT,35.2,35.4,0.2,0.2516,0.252
0.187,6200.0,1.2999999999999972,0.7692307692307709,PUT,43.35,44.25,0.9,0.2377,0.2392
0.187,6330.0,1.4000000000000057,0.7142857142857114,PUT,53.6,55.68,2.08,0.2223,0.2253
0.187,6430.0,1.6999999999999957,0.5882352941176485,PUT,64.15,66.35,2.2,0.2113,0.2141
0.187,6510.0,1.3000000000000114,0.7692307692307625,PUT,74.95,76.29,1.34,0.2032,0.2048
0.187,6585.0,1.8000000000000114,0.555555555555552,PUT,85.3,86.94,1.64,0.194,0.1957
0.187,6665.0,1.8000000000000114,0.555555555555552,PUT,99.2,100.0,0.8,0.1849,0.1857
0.187,6740.0,1.6999999999999886,0.588235294117651,PUT,114.45,114.14,-0.31,0.1761,0.1758
0.187,7095.0,2.0999999999999943,0.4761904761904775,CALL,107.15,96.32,-10.83,0.1367,0.1272
0.187,7175.0,1.5999999999999943,0.6250000000000022,CALL,73.8,62.83,-10.97,0.1298,0.1192
0.187,7300.0,1.4000000000000057,0.7142857142857114,CALL,35.9,31.48,-4.42,0.1197,0.1141
0.187,7430.0,1.200000000000001,0.8333333333333326,CALL,16.0,16.26,0.26,0.1151,0.1155
0.187,7675.0,0.7000000000000002,1.4285714285714282,CALL,3.25,5.41,2.16,0.114,0.1243
0.223,5375.0,1.2000000000000028,0.8333333333333314,PUT,17.4,14.04,-3.36,0.3254,0.3124
0.223,5550.0,1.2000000000000028,0.8333333333333314,PUT,21.4,18.85,-2.55,0.3047,0.2967
0.223,5750.0,1.2000000000000028,0.8333333333333314,PUT,27.7,26.22,-1.48,0.282,0.2784
0.223,5920.0,1.2000000000000028,0.8333333333333314,PUT,35.2,34.58,-0.62,0.2637,0.2625
0.223,6070.0,1.2000000000000028,0.8333333333333314,PUT,43.9,44.04,0.14,0.2479,0.2481
0.223,6200.0,0.7000000000000028,1.4285714285714228,PUT,53.45,54.23,0.78,0.2341,0.2352
0.223,6340.0,1.5999999999999943,0.6250000000000022,PUT,66.9,67.77,0.87,0.2198,0.2208
0.223,6435.0,1.5,0.6666666666666666,PUT,78.15,78.79,0.64,0.21,0.2107
0.223,6515.0,1.5,0.6666666666666666,PUT,89.15,89.45,0.3,0.2015,0.2018
0.223,6605.0,1.6999999999999886,0.588235294117651,PUT,103.65,103.21,-0.44,0.192,0.1916
0.223,6680.0,1.8000000000000114,0.555555555555552,PUT,117.9,116.37,-1.53,0.184,0.1827
0.223,6765.0,1.8999999999999773,0.5263157894736905,PUT,136.75,133.56,-3.19,0.1749,0.1722
0.223,7145.0,1.9000000000000057,0.5263157894736826,CALL,106.45,93.08,-13.37,0.1361,0.1251
0.223,7245.0,1.5999999999999943,0.6250000000000022,CALL,67.7,56.68,-11.02,0.128,0.1176
0.223,7335.0,1.5,0.6666666666666666,CALL,42.65,36.23,-6.42,0.1222,0.115
0.223,7435.0,1.3999999999999986,0.714285714285715,CALL,24.3,22.73,-1.57,0.1177,0.1154
0.223,7555.0,1.1999999999999993,0.8333333333333338,CALL,12.0,13.58,1.58,0.115,0.1183
0.223,7720.0,0.8000000000000007,1.249999999999999,CALL,4.7,7.07,2.37,0.1152,0.124
0.264,5050.0,1.1000000000000014,0.909090909090908,PUT,16.05,11.64,-4.41,0.3545,0.3349
0.264,5425.0,1.2000000000000028,0.8333333333333314,PUT,23.6,20.75,-2.85,0.3107,0.3025
0.264,5800.0,1.2999999999999972,0.7692307692307709,PUT,37.85,36.18,-1.67,0.2722,0.269
0.264,5925.0,1.4000000000000057,0.7142857142857114,PUT,44.7,43.44,-1.26,0.2597,0.2576
0.264,6060.0,1.4000000000000057,0.7142857142857114,PUT,53.8,52.88,-0.92,0.2463,0.245
0.264,6180.0,1.5,0.6666666666666666,PUT,63.75,62.95,-0.8,0.2346,0.2336
0.264,6320.0,2.0,0.5,PUT,77.3,77.15,-0.15,0.2201,0.2199
0.264,6440.0,2.0999999999999943,0.4761904761904775,PUT,92.35,91.85,-0.5,0.2083,0.2078
0.264,6560.0,1.6999999999999886,0.588235294117651,PUT,111.65,109.43,-2.22,0.1972,0.1952
0.264,6640.0,2.4000000000000057,0.4166666666666657,PUT,125.4,123.09,-2.31,0.1884,0.1865
0.264,6725.0,2.3999999999999773,0.4166666666666706,PUT,143.5,139.66,-3.84,0.18,0.177
0.264,7075.0,2.1000000000000227,0.47619047619047106,CALL,164.75,150.81,-13.94,0.1461,0.1361
0.264,7190.0,2.0,0.5,CALL,110.7,94.27,-16.43,0.1373,0.1247
0.264,7325.0,1.5999999999999943,0.6250000000000022,CALL,63.0,51.07,-11.93,0.1281,0.1171
0.264,7475.0,0.6000000000000014,1.6666666666666627,CALL,30.3,26.69,-3.61,0.1209,0.1162
0.264,7875.0,0.8000000000000003,1.2499999999999996,CALL,3.8,6.2,2.4,0.1176,0.1276
0.303,5600.0,1.4000000000000057,0.7142857142857114,PUT,35.1,33.28,-1.82,0.2863,0.2826
0.303,6000.0,0.7999999999999972,1.2500000000000044,PUT,57.6,57.08,-0.52,0.2479,0.2472
0.303,6375.0,1.9000000000000057,0.5263157894736826,PUT,95.65,94.66,-0.99,0.2133,0.2124
0.303,6630.0,1.8999999999999773,0.5263157894736905,PUT,137.25,134.13,-3.12,0.1895,0.187
0.303,6760.0,2.3000000000000114,0.43478260869565005,PUT,166.05,160.82,-5.23,0.1771,0.1734
0.303,7275.0,1.0,1.0,CALL,94.5,79.97,-14.53,0.133,0.122
0.303,7800.0,0.6999999999999993,1.42857142857143,CALL,8.65,11.14,2.49,0.1175,0.1236
0.357,5125.0,0.7999999999999972,1.2500000000000044,PUT,26.7,23.26,-3.44,0.3261,0.3169
0.357,5525.0,1.0,1.0,PUT,40.4,38.43,-1.97,0.2872,0.2837
0.357,5900.0,1.2999999999999972,0.7692307692307709,PUT,62.85,60.92,-1.93,0.2544,0.2519
0.357,6110.0,1.6999999999999886,0.588235294117651,PUT,80.45,78.86,-1.59,0.2354,0.2338
0.357,6230.0,1.8000000000000114,0.555555555555552,PUT,93.4,91.48,-1.92,0.2251,0.2233
0.357,6370.0,1.9000000000000057,0.5263157894736826,PUT,111.45,108.9,-2.55,0.2129,0.2108
0.357,6490.0,2.1000000000000227,0.47619047619047106,PUT,130.05,126.62,-3.43,0.2025,0.1998
0.357,6625.0,1.1999999999999886,0.8333333333333413,PUT,154.9,150.31,-4.59,0.1905,0.1872
0.357,6750.0,1.8000000000000114,0.555555555555552,PUT,184.1,176.63,-7.47,0.1801,0.1752
0.357,7160.0,2.5,0.4,CALL,170.85,154.98,-15.87,0.1451,0.1352
0.357,7280.0,2.3000000000000114,0.43478260869565005,CALL,117.75,101.47,-16.28,0.1369,0.1259
0.357,7425.0,1.1999999999999886,0.8333333333333413,CALL,69.7,58.57,-11.13,0.1286,0.1196
0.357,7825.0,1.0,1.0,CALL,13.0,15.23,2.23,0.1188,0.123
0.39,5100.0,1.3999999999999986,0.714285714285715,PUT,29.2,26.16,-3.04,0.323,0.3156
0.39,5500.0,0.7000000000000028,1.4285714285714228,PUT,43.85,42.2,-1.65,0.2857,0.283
0.39,5875.0,1.5999999999999943,0.6250000000000022,PUT,66.7,65.47,-1.23,0.2534,0.2519
0.39,6100.0,1.8000000000000114,0.555555555555552,PUT,87.0,85.26,-1.74,0.2347,0.233
0.39,6230.0,2.0,0.5,PUT,101.6,99.45,-2.15,0.2238,0.2219
0.39,6370.0,1.9000000000000057,0.5263157894736826,PUT,120.55,117.53,-3.02,0.2123,0.2099
0.39,6475.0,2.3000000000000114,0.43478260869565005,PUT,137.05,133.39,-3.66,0.2034,0.2007
0.39,6570.0,1.3000000000000114,0.7692307692307625,PUT,154.15,149.72,-4.43,0.1953,0.1922
0.39,6655.0,2.3999999999999773,0.4166666666666706,PUT,171.7,166.18,-5.52,0.1882,0.1845
0.39,6730.0,2.1999999999999886,0.4545454545454569,PUT,189.1,182.39,-6.71,0.1819,0.1777
0.39,7110.0,2.3000000000000114,0.43478260869565005,CALL,211.45,198.65,-12.8,0.1496,0.1421
0.39,7230.0,2.3000000000000114,0.43478260869565005,CALL,152.05,137.24,-14.81,0.1411,0.132
0.39,7550.0,1.5999999999999943,0.6250000000000022,CALL,50.5,44.45,-6.05,0.1249,0.1194
0.436,4875.0,1.2000000000000028,0.8333333333333314,PUT,27.8,24.11,-3.69,0.3386,0.329
0.436,5275.0,1.4000000000000057,0.7142857142857114,PUT,40.2,38.16,-2.04,0.301,0.2973
0.436,5650.0,1.5999999999999943,0.6250000000000022,PUT,59.2,57.91,-1.29,0.2691,0.2674
0.436,6050.0,1.9000000000000057,0.5263157894736826,PUT,92.25,90.14,-2.11,0.2371,0.2351
0.436,6220.0,2.0,0.5,PUT,112.0,109.04,-2.96,0.2237,0.2213
0.436,6375.0,2.1000000000000227,0.47619047619047106,PUT,133.95,129.97,-3.98,0.2114,0.2085
0.436,6500.0,2.1000000000000227,0.47619047619047106,PUT,154.85,149.99,-4.86,0.2014,0.1981
0.436,6625.0,2.3999999999999773,0.4166666666666706,PUT,179.2,173.41,-5.79,0.1911,0.1875
0.436,6760.0,2.5,0.4,PUT,210.65,203.34,-7.31,0.1801,0.1758
0.436,7160.0,2.6000000000000227,0.38461538461538125,CALL,209.2,194.16,-15.04,0.1494,0.141
0.436,7290.0,2.3000000000000114,0.43478260869565005,CALL,148.05,131.9,-16.15,0.1409,0.1313
0.436,7525.0,1.8000000000000114,0.555555555555552,CALL,70.4,60.46,-9.94,0.129,0.1215
0.436,7950.0,1.1000000000000014,0.909090909090908,CALL,14.35,17.08,2.73,0.1201,0.1248
0.532,5075.0,1.5,0.6666666666666666,PUT,43.35,41.07,-2.28,0.3094,0.3055
0.532,5475.0,1.7000000000000028,0.5882352941176461,PUT,63.35,61.67,-1.68,0.2774,0.2754
0.532,5850.0,1.9000000000000057,0.5263157894736826,PUT,92.85,89.81,-3.04,0.2499,0.2471
0.532,6250.0,2.3000000000000114,0.43478260869565005,PUT,141.05,134.79,-6.26,0.2213,0.2169
0.532,6625.0,2.5,0.4,PUT,209.25,199.67,-9.58,0.1938,0.1884
0.532,7275.0,2.3999999999999773,0.4166666666666706,CALL,197.9,181.39,-16.51,0.1476,0.1391
0.532,7675.0,1.8000000000000114,0.555555555555552,CALL,65.6,57.48,-8.12,0.1295,0.1234
0.532,8400.0,0.9000000000000004,1.1111111111111107,CALL,6.25,9.65,3.4,0.1234,0.1328
0.609,5175.0,1.4000000000000057,0.7142857142857114,PUT,55.9,54.62,-1.28,0.295,0.2932
0.609,5550.0,1.5999999999999943,0.6250000000000022,PUT,79.5,77.97,-1.53,0.2677,0.2662
0.609,5950.0,1.8000000000000114,0.555555555555552,PUT,118.0,113.72,-4.28,0.2408,0.2374
0.609,6325.0,2.0,0.5,PUT,171.5,163.07,-8.43,0.2159,0.2107
0.609,6725.0,2.299999999999983,0.4347826086956554,PUT,255.05,242.7,-12.35,0.1885,0.1823
0.609,7375.0,2.3000000000000114,0.43478260869565005,CALL,185.05,169.94,-15.11,0.1454,0.1379
0.609,7775.0,1.5999999999999943,0.6250000000000022,CALL,64.8,58.71,-6.09,0.1296,0.1252
0.609,9000.0,0.4500000000000002,2.2222222222222214,CALL,1.98,4.44,2.47,0.129,0.1432
0.642,5450.0,1.9000000000000057,0.5263157894736826,PUT,76.85,75.64,-1.21,0.2732,0.2719
0.642,5850.0,1.5999999999999943,0.6250000000000022,PUT,113.0,109.32,-3.68,0.2466,0.2437
0.642,6225.0,2.5,0.4,PUT,162.75,155.07,-7.68,0.2224,0.2175
0.642,6365.0,2.5,0.4,PUT,186.45,177.12,-9.33,0.2133,0.2078
0.642,6440.0,2.6999999999999886,0.3703703703703719,PUT,200.55,190.33,-10.22,0.2084,0.2027
0.642,6520.0,2.8000000000000114,0.3571428571428557,PUT,216.7,205.62,-11.08,0.2031,0.1971
0.642,6595.0,2.5,0.4,PUT,233.05,221.18,-11.87,0.1981,0.192
0.642,6675.0,2.6000000000000227,0.38461538461538125,PUT,251.8,239.22,-12.58,0.1927,0.1864
0.642,6750.0,2.7000000000000455,0.37037037037036413,PUT,270.85,257.62,-13.23,0.1877,0.1812
0.642,7105.0,2.8999999999999773,0.34482758620689924,CALL,336.25,323.65,-12.6,0.1626,0.1569
0.642,7180.0,2.6000000000000227,0.38461538461538125,CALL,293.8,280.74,-13.06,0.1579,0.1519
0.642,7255.0,2.6999999999999886,0.3703703703703719,CALL,254.45,240.8,-13.65,0.1534,0.1471
0.642,7335.0,2.6999999999999886,0.3703703703703719,CALL,215.85,201.86,-13.99,0.1488,0.1422
0.642,7800.0,2.0,0.5,CALL,68.1,62.08,-6.02,0.1302,0.1261
0.685,5050.0,1.5999999999999943,0.6250000000000022,PUT,58.1,56.8,-1.3,0.2997,0.298
0.685,5425.0,1.9000000000000057,0.5263157894736826,PUT,81.25,79.8,-1.45,0.2734,0.2719
0.685,5825.0,2.1999999999999886,0.4545454545454569,PUT,118.3,114.17,-4.13,0.2476,0.2444
0.685,6200.0,2.5,0.4,PUT,168.75,160.31,-8.44,0.2241,0.219
0.685,6600.0,2.6000000000000227,0.38461538461538125,PUT,245.5,232.65,-12.85,0.1986,0.1922
0.685,7250.0,2.7000000000000455,0.37037037037036413,CALL,276.75,262.49,-14.26,0.1561,0.1497
0.685,7650.0,2.1999999999999886,0.4545454545454569,CALL,115.6,104.46,-11.14,0.1368,0.1307
0.685,8300.0,1.2000000000000028,0.8333333333333314,CALL,20.1,23.04,2.94,0.1252,0.1291
0.781,5075.0,1.8000000000000114,0.555555555555552,PUT,69.7,68.65,-1.05,0.2929,0.2918
0.781,5475.0,2.0999999999999943,0.4761904761904775,PUT,98.95,96.72,-2.23,0.2672,0.2653
0.781,5850.0,2.3000000000000114,0.43478260869565005,PUT,138.65,132.94,-5.71,0.2448,0.2409
0.781,6250.0,2.6999999999999886,0.3703703703703719,PUT,198.55,187.35,-11.2,0.2215,0.2154
0.781,6625.0,2.7999999999999545,0.3571428571428629,PUT,276.5,260.64,-15.86,0.1993,0.192
0.781,7300.0,3.1000000000000227,0.322580645161288,CALL,292.55,278.16,-14.39,0.1577,0.1517
0.781,7675.0,2.5,0.4,CALL,139.15,127.51,-11.64,0.1403,0.1346
0.781,8500.0,1.2000000000000028,0.8333333333333314,CALL,18.7,21.87,3.17,0.127,0.1313
0.858,5125.0,2.0999999999999943,0.4761904761904775,PUT,80.35,80.26,-0.09,0.2856,0.2855
0.858,5525.0,2.3000000000000114,0.43478260869565005,PUT,113.45,111.6,-1.85,0.2615,0.2601
0.858,5900.0,2.3000000000000114,0.43478260869565005,PUT,157.35,151.63,-5.72,0.2403,0.2367
0.858,6275.0,2.6999999999999886,0.3703703703703719,PUT,218.05,206.69,-11.36,0.2197,0.2139
0.858,6675.0,3.0,0.3333333333333333,PUT,306.1,289.93,-16.17,0.1973,0.1903
0.858,7325.0,2.8999999999999773,0.34482758620689924,CALL,309.95,297.51,-12.44,0.1588,0.1539
0.858,7725.0,2.6000000000000227,0.38461538461538125,CALL,147.1,137.21,-9.89,0.1413,0.1366
0.858,8400.0,1.2999999999999972,0.7692307692307709,CALL,32.05,33.88,1.83,0.1288,0.1305
0.894,5300.0,2.1999999999999886,0.4545454545454569,PUT,96.9,97.21,0.31,0.273,0.2733
0.894,5775.0,2.3999999999999773,0.4166666666666706,PUT,145.9,142.54,-3.36,0.2461,0.244
0.894,6010.0,2.6999999999999886,0.3703703703703719,PUT,178.55,172.26,-6.29,0.2333,0.2298
0.894,6115.0,2.8000000000000114,0.3571428571428557,PUT,195.4,187.57,-7.83,0.2277,0.2235
0.894,6235.0,2.8000000000000114,0.3571428571428557,PUT,216.4,206.84,-9.56,0.2212,0.2164
0.894,6400.0,2.8000000000000114,0.3571428571428557,PUT,248.6,236.87,-11.73,0.2122,0.2067
0.894,6510.0,3.0,0.3333333333333333,PUT,272.3,259.49,-12.81,0.2061,0.2004
0.894,6625.0,0.8999999999999773,1.1111111111111391,PUT,300.45,285.65,-14.8,0.2001,0.1938
0.894,6725.0,3.0,0.3333333333333333,PUT,325.2,310.73,-14.47,0.1941,0.1881
0.894,7115.0,3.5,0.2857142857142857,CALL,439.05,427.78,-11.27,0.1708,0.1665
0.894,7200.0,3.5,0.2857142857142857,CALL,389.95,378.99,-10.96,0.1662,0.1619
