T,K,Type,Market,Model,Err,IV_Mkt,IV_Model
0.076,300.0,CALL,0.86,0.95,0.09,0.2124,0.2185
0.076,305.0,CALL,0.49,0.53,0.04,0.2153,0.219
0.076,310.0,CALL,0.3,0.3,0.01,0.2206,0.2217
0.076,315.0,CALL,0.18,0.18,-0.0,0.2279,0.227
0.076,320.0,CALL,0.12,0.12,-0.0,0.236,0.2349
0.095,205.0,PUT,0.22,0.23,0.01,0.4735,0.4781
0.095,210.0,PUT,0.26,0.27,0.01,0.4538,0.4565
0.095,215.0,PUT,0.31,0.32,0.01,0.433,0.435
0.095,220.0,PUT,0.37,0.38,0.01,0.4122,0.4135
0.095,225.0,PUT,0.45,0.45,-0.0,0.3925,0.3925
0.095,235.0,PUT,0.68,0.67,-0.01,0.3539,0.3529
0.095,240.0,PUT,0.85,0.85,-0.01,0.3357,0.3348
0.095,245.0,PUT,1.1,1.09,-0.01,0.3186,0.3182
0.095,250.0,PUT,1.44,1.43,-0.0,0.3031,0.303
0.095,255.0,PUT,1.92,1.92,0.0,0.289,0.2892
0.095,265.0,PUT,3.53,3.53,0.0,0.2653,0.2654
0.095,270.0,PUT,4.83,4.79,-0.04,0.2564,0.2552
0.095,285.0,CALL,5.15,5.38,0.23,0.2238,0.2309
0.095,290.0,CALL,3.35,3.59,0.24,0.2172,0.2254
0.095,295.0,CALL,2.08,2.3,0.21,0.2129,0.2214
0.095,305.0,CALL,0.77,0.86,0.09,0.2124,0.2187
0.095,310.0,CALL,0.48,0.52,0.04,0.2161,0.2201
0.095,315.0,CALL,0.31,0.32,0.01,0.2217,0.2232
0.095,320.0,CALL,0.21,0.21,0.0,0.228,0.2283
0.114,200.0,PUT,0.23,0.24,0.01,0.4676,0.4706
0.114,205.0,PUT,0.27,0.29,0.02,0.4478,0.4518
0.114,210.0,PUT,0.32,0.34,0.02,0.4286,0.4328
0.114,215.0,PUT,0.39,0.41,0.02,0.4113,0.414
0.114,220.0,PUT,0.46,0.49,0.03,0.3917,0.3955
0.114,230.0,PUT,0.69,0.72,0.03,0.3567,0.3602
0.114,235.0,PUT,0.85,0.89,0.04,0.3406,0.3437
0.114,240.0,PUT,1.08,1.12,0.05,0.3248,0.3282
0.114,245.0,PUT,1.39,1.43,0.05,0.3108,0.3138
0.114,250.0,PUT,1.8,1.85,0.05,0.2975,0.3003
0.114,260.0,PUT,3.15,3.19,0.04,0.2752,0.2765
0.114,265.0,PUT,4.18,4.19,0.02,0.2653,0.2659
0.114,270.0,PUT,5.5,5.51,0.01,0.2559,0.2562
0.114,285.0,CALL,6.03,6.26,0.23,0.2261,0.2325
0.114,290.0,CALL,4.15,4.36,0.21,0.2206,0.2268
0.114,300.0,CALL,1.8,1.92,0.12,0.2151,0.2201
0.114,305.0,CALL,1.16,1.23,0.07,0.2152,0.2191
0.114,310.0,CALL,0.76,0.79,0.03,0.2177,0.2196
0.114,315.0,CALL,0.51,0.51,0.0,0.2215,0.2216
0.114,320.0,CALL,0.34,0.33,-0.01,0.2266,0.225
0.114,330.0,CALL,0.18,0.16,-0.02,0.2403,0.236
0.191,195.0,PUT,0.45,0.4,-0.05,0.4316,0.4226
0.191,200.0,PUT,0.52,0.49,-0.03,0.4141,0.4101
0.191,205.0,PUT,0.62,0.59,-0.03,0.4017,0.3976
0.191,215.0,PUT,0.84,0.87,0.02,0.3709,0.373
0.191,220.0,PUT,1.0,1.05,0.05,0.3568,0.361
0.191,225.0,PUT,1.21,1.28,0.08,0.3442,0.3493
0.191,230.0,PUT,1.44,1.57,0.12,0.3311,0.3379
0.191,235.0,PUT,1.75,1.91,0.16,0.3192,0.3269
0.191,245.0,PUT,2.63,2.87,0.24,0.297,0.3058
0.191,250.0,PUT,3.25,3.53,0.28,0.2868,0.2958
0.191,255.0,PUT,4.05,4.33,0.28,0.2781,0.2862
0.191,260.0,PUT,5.03,5.31,0.29,0.2694,0.2769
0.191,265.0,PUT,6.25,6.51,0.26,0.2618,0.2681
0.191,285.0,CALL,9.0,9.36,0.36,0.2305,0.238
0.191,290.0,CALL,6.85,7.21,0.36,0.2247,0.2324
0.191,295.0,CALL,5.12,5.44,0.31,0.2206,0.2279
0.191,300.0,CALL,3.75,4.03,0.28,0.2173,0.2245
0.191,305.0,CALL,2.68,2.95,0.27,0.2143,0.2223
0.191,315.0,CALL,1.38,1.55,0.17,0.2139,0.2212
0.191,320.0,CALL,0.98,1.12,0.14,0.2151,0.222
0.191,325.0,CALL,0.71,0.82,0.11,0.217,0.2237
0.191,330.0,CALL,0.52,0.6,0.08,0.2194,0.2261
0.191,335.0,CALL,0.38,0.45,0.07,0.2225,0.229
0.191,345.0,CALL,0.22,0.26,0.04,0.23,0.2366
0.191,350.0,CALL,0.17,0.2,0.03,0.2351,0.241
0.191,360.0,CALL,0.11,0.13,0.02,0.2455,0.251
0.267,195.0,PUT,0.8,0.69,-0.12,0.406,0.3941
0.267,200.0,PUT,0.95,0.83,-0.12,0.3951,0.3846
0.267,210.0,PUT,1.32,1.22,-0.1,0.3725,0.3657
0.267,215.0,PUT,1.56,1.46,-0.1,0.3622,0.3564
0.267,220.0,PUT,1.86,1.76,-0.1,0.3523,0.3471
0.267,225.0,PUT,2.19,2.1,-0.09,0.3417,0.338
0.267,235.0,PUT,3.12,3.01,-0.12,0.3241,0.32
0.267,240.0,PUT,3.73,3.58,-0.14,0.3155,0.3113
0.267,245.0,PUT,4.45,4.27,-0.18,0.3076,0.3027
0.267,250.0,PUT,5.3,5.08,-0.22,0.2997,0.2942
0.267,255.0,PUT,6.33,6.03,-0.3,0.2927,0.286
0.267,265.0,PUT,8.9,8.46,-0.44,0.2789,0.2702
0.267,270.0,PUT,10.5,9.98,-0.52,0.2723,0.2627
0.267,285.0,CALL,12.38,12.09,-0.28,0.248,0.243
0.267,290.0,CALL,10.12,9.8,-0.33,0.2434,0.2376
0.267,295.0,CALL,8.2,7.83,-0.37,0.2399,0.2331
0.267,305.0,CALL,5.17,4.82,-0.35,0.2341,0.2266
0.267,310.0,CALL,4.05,3.74,-0.31,0.232,0.2247
0.267,315.0,CALL,3.15,2.89,-0.26,0.2307,0.2237
0.267,320.0,CALL,2.43,2.22,-0.21,0.2297,0.2234
0.267,325.0,CALL,1.88,1.71,-0.16,0.2295,0.2238
0.267,335.0,CALL,1.11,1.03,-0.08,0.2303,0.2263
0.267,340.0,CALL,0.85,0.8,-0.05,0.2312,0.2283
0.267,345.0,CALL,0.66,0.63,-0.03,0.2324,0.2305
0.267,350.0,CALL,0.51,0.5,-0.01,0.2338,0.2331
0.267,360.0,CALL,0.3,0.32,0.02,0.2368,0.239
0.361,200.0,PUT,1.48,1.34,-0.14,0.3764,0.3685
0.361,205.0,PUT,1.73,1.61,-0.12,0.3672,0.3609
0.361,210.0,PUT,2.02,1.91,-0.11,0.358,0.3533
0.361,215.0,PUT,2.35,2.26,-0.09,0.3494,0.3457
0.361,220.0,PUT,2.75,2.67,-0.08,0.3408,0.3381
0.361,230.0,PUT,3.75,3.68,-0.07,0.3249,0.323
0.361,235.0,PUT,4.35,4.31,-0.04,0.3166,0.3155
0.361,240.0,PUT,5.1,5.02,-0.08,0.3099,0.3081
0.361,245.0,PUT,5.95,5.85,-0.1,0.303,0.3007
0.361,255.0,PUT,8.1,7.87,-0.23,0.2907,0.2864
0.361,260.0,PUT,9.4,9.1,-0.3,0.2847,0.2794
0.361,265.0,PUT,10.88,10.5,-0.38,0.2789,0.2726
0.361,270.0,PUT,12.55,12.09,-0.46,0.2734,0.2661
0.361,285.0,CALL,15.27,15.1,-0.18,0.2511,0.2484
0.361,295.0,CALL,10.82,10.59,-0.24,0.2426,0.239
0.361,300.0,CALL,9.02,8.74,-0.28,0.2397,0.2352
0.361,305.0,CALL,7.45,7.16,-0.29,0.237,0.2321
0.361,310.0,CALL,6.1,5.82,-0.28,0.2346,0.2296
0.361,315.0,CALL,4.95,4.72,-0.23,0.2325,0.2279
0.361,325.0,CALL,3.25,3.07,-0.18,0.2306,0.2263
0.361,330.0,CALL,2.6,2.48,-0.13,0.2297,0.2263
0.361,335.0,CALL,2.05,2.0,-0.05,0.2282,0.2267
0.361,340.0,CALL,1.68,1.62,-0.06,0.2297,0.2276
0.361,345.0,CALL,1.35,1.32,-0.03,0.2299,0.2288
0.361,360.0,CALL,0.7,0.72,0.03,0.2321,0.2339
0.44,195.0,PUT,1.61,1.54,-0.07,0.3704,0.3667
0.44,200.0,PUT,1.88,1.83,-0.05,0.3623,0.36
0.44,205.0,PUT,2.17,2.16,-0.02,0.3541,0.3533
0.44,210.0,PUT,2.52,2.53,0.01,0.3463,0.3465
0.44,220.0,PUT,3.4,3.46,0.06,0.3315,0.3331
0.44,225.0,PUT,3.95,4.01,0.06,0.3247,0.3264
0.44,230.0,PUT,4.55,4.65,0.1,0.3173,0.3197
0.44,235.0,PUT,5.25,5.37,0.12,0.3104,0.313
0.44,245.0,PUT,7.0,7.09,0.09,0.298,0.2998
0.44,250.0,PUT,8.12,8.13,0.0,0.2933,0.2933
0.44,255.0,PUT,9.27,9.29,0.01,0.2867,0.2869
0.44,260.0,PUT,10.62,10.59,-0.03,0.2812,0.2807
0.44,265.0,PUT,12.18,12.05,-0.12,0.2764,0.2746
0.44,285.0,CALL,17.32,17.47,0.15,0.2505,0.2525
0.44,290.0,CALL,14.93,15.04,0.11,0.2463,0.2478
0.44,295.0,CALL,12.77,12.83,0.06,0.2427,0.2436
0.44,300.0,CALL,10.88,10.87,-0.0,0.2398,0.2398
0.44,305.0,CALL,9.18,9.15,-0.02,0.237,0.2366
0.44,315.0,CALL,6.45,6.38,-0.07,0.233,0.2318
0.44,320.0,CALL,5.35,5.29,-0.06,0.2313,0.2303
0.44,325.0,CALL,4.4,4.39,-0.01,0.2295,0.2292
0.44,330.0,CALL,3.65,3.63,-0.02,0.229,0.2286
0.44,335.0,CALL,3.01,3.01,-0.0,0.2285,0.2285
0.44,345.0,CALL,2.02,2.07,0.05,0.2279,0.2293
0.44,350.0,CALL,1.67,1.72,0.06,0.2282,0.2301
0.44,355.0,CALL,1.38,1.44,0.06,0.2288,0.2312
0.44,360.0,CALL,1.12,1.2,0.08,0.2291,0.2324
0.536,195.0,PUT,2.25,2.08,-0.17,0.3656,0.3587
0.536,205.0,PUT,2.96,2.84,-0.13,0.351,0.3468
0.536,210.0,PUT,3.4,3.29,-0.11,0.3439,0.3408
0.536,215.0,PUT,3.9,3.81,-0.09,0.3372,0.3348
0.536,220.0,PUT,4.47,4.39,-0.09,0.3309,0.3288
0.536,225.0,PUT,5.12,5.04,-0.09,0.3248,0.3229
0.536,235.0,PUT,6.67,6.58,-0.1,0.3128,0.311
0.536,240.0,PUT,7.58,7.48,-0.09,0.3067,0.3051
0.536,245.0,PUT,8.62,8.49,-0.13,0.3015,0.2993
0.536,250.0,PUT,9.82,9.61,-0.21,0.2968,0.2935
0.536,260.0,PUT,12.57,12.23,-0.34,0.287,0.2822
0.536,265.0,PUT,14.18,13.76,-0.42,0.2824,0.2768
0.536,270.0,PUT,15.93,15.43,-0.49,0.2779,0.2715
0.536,285.0,CALL,20.27,20.16,-0.11,0.2583,0.2569
0.536,290.0,CALL,17.88,17.69,-0.19,0.2549,0.2526
0.536,300.0,CALL,13.65,13.37,-0.28,0.2486,0.245
0.536,305.0,CALL,11.85,11.52,-0.33,0.246,0.2418
0.536,310.0,CALL,10.23,9.88,-0.34,0.2436,0.239
0.536,315.0,CALL,8.82,8.44,-0.38,0.242,0.2366
0.536,320.0,CALL,7.55,7.19,-0.36,0.2401,0.2347
0.536,330.0,CALL,5.5,5.18,-0.32,0.2377,0.2322
0.536,335.0,CALL,4.65,4.39,-0.26,0.2363,0.2315
0.536,340.0,CALL,3.95,3.72,-0.23,0.2358,0.2311
0.536,345.0,CALL,3.35,3.15,-0.2,0.2354,0.2311
0.536,350.0,CALL,2.85,2.67,-0.18,0.2355,0.2313
0.612,195.0,PUT,2.6,2.52,-0.08,0.3568,0.3539
0.612,200.0,PUT,2.97,2.93,-0.04,0.3497,0.3483
0.612,205.0,PUT,3.4,3.38,-0.02,0.3432,0.3428
0.612,210.0,PUT,3.85,3.9,0.05,0.336,0.3373
0.612,215.0,PUT,4.42,4.47,0.05,0.3306,0.3318
0.612,225.0,PUT,5.75,5.83,0.08,0.3191,0.3208
0.612,230.0,PUT,6.53,6.62,0.1,0.3134,0.3153
0.612,235.0,PUT,7.4,7.5,0.1,0.3081,0.3098
0.612,240.0,PUT,8.38,8.47,0.1,0.3028,0.3044
0.612,245.0,PUT,9.48,9.54,0.07,0.298,0.2991
0.612,255.0,PUT,12.07,12.02,-0.05,0.2893,0.2885
0.612,260.0,PUT,13.57,13.45,-0.13,0.2851,0.2834
0.612,265.0,PUT,15.23,15.01,-0.21,0.2811,0.2784
0.612,270.0,PUT,17.02,16.72,-0.3,0.2773,0.2735
0.612,290.0,CALL,19.62,19.7,0.08,0.255,0.256
0.612,295.0,CALL,17.38,17.4,0.03,0.2518,0.2522
0.612,300.0,CALL,15.32,15.3,-0.03,0.2491,0.2487
0.612,305.0,CALL,13.32,13.38,0.05,0.2449,0.2456
0.612,310.0,CALL,11.75,11.65,-0.1,0.244,0.2428
0.612,320.0,CALL,8.93,8.74,-0.18,0.2407,0.2383
0.612,325.0,CALL,7.72,7.54,-0.18,0.2391,0.2366
0.612,330.0,CALL,6.67,6.49,-0.18,0.2379,0.2352
0.612,335.0,CALL,5.75,5.58,-0.17,0.2368,0.2342
0.612,340.0,CALL,4.95,4.8,-0.15,0.236,0.2335
0.612,350.0,CALL,3.65,3.55,-0.1,0.235,0.2329
0.612,360.0,CALL,2.69,2.63,-0.06,0.2347,0.2333
0.785,195.0,PUT,3.6,3.52,-0.08,0.348,0.3459
0.785,200.0,PUT,4.08,4.03,-0.04,0.3421,0.3411
0.785,205.0,PUT,4.62,4.6,-0.02,0.3369,0.3363
0.785,215.0,PUT,5.88,5.92,0.05,0.3259,0.3268
0.785,220.0,PUT,6.62,6.68,0.06,0.3211,0.3221
0.785,225.0,PUT,7.47,7.52,0.04,0.3167,0.3174
0.785,230.0,PUT,8.38,8.43,0.06,0.3119,0.3128
0.785,235.0,PUT,9.38,9.43,0.06,0.3073,0.3082
0.785,245.0,PUT,11.73,11.71,-0.01,0.2992,0.2991
0.785,250.0,PUT,13.07,13.0,-0.07,0.2955,0.2946
0.785,255.0,PUT,14.97,14.4,-0.57,0.2971,0.2902
0.785,260.0,PUT,16.1,15.92,-0.18,0.288,0.2859
0.785,270.0,PUT,19.7,19.33,-0.37,0.2816,0.2775
0.785,285.0,CALL,26.2,26.45,0.25,0.2634,0.266
0.785,290.0,CALL,23.75,23.95,0.2,0.2604,0.2625
0.785,295.0,CALL,21.43,21.61,0.19,0.2572,0.2591
0.785,300.0,CALL,19.32,19.43,0.1,0.2549,0.256
0.785,310.0,CALL,15.52,15.54,0.02,0.2502,0.2504
0.785,315.0,CALL,13.88,13.83,-0.04,0.2484,0.2479
0.785,320.0,CALL,12.35,12.28,-0.07,0.2465,0.2457
0.785,325.0,CALL,10.98,10.88,-0.1,0.2449,0.2438
0.785,330.0,CALL,9.73,9.62,-0.11,0.2434,0.2421
0.785,340.0,CALL,7.62,7.48,-0.14,0.2413,0.2395
0.785,345.0,CALL,6.72,6.59,-0.14,0.2404,0.2385
0.785,350.0,CALL,5.92,5.8,-0.12,0.2396,0.2377
0.785,355.0,CALL,5.22,5.11,-0.12,0.2391,0.2372
0.785,360.0,CALL,4.6,4.49,-0.11,0.2386,0.2369
0.862,200.0,PUT,4.47,4.52,0.04,0.3377,0.3387
0.862,205.0,PUT,5.05,5.13,0.08,0.3325,0.3341
0.862,210.0,PUT,5.67,5.8,0.13,0.3272,0.3297
0.862,215.0,PUT,6.38,6.54,0.16,0.3223,0.3252
0.862,220.0,PUT,7.17,7.35,0.17,0.3179,0.3208
0.862,230.0,PUT,8.98,9.19,0.22,0.3088,0.312
0.862,235.0,PUT,10.02,10.24,0.21,0.3047,0.3077
0.862,240.0,PUT,11.18,11.37,0.2,0.3008,0.3034
0.862,245.0,PUT,12.48,12.61,0.13,0.2976,0.2992
0.862,250.0,PUT,13.82,13.94,0.11,0.2937,0.295
0.862,260.0,PUT,16.93,16.93,0.0,0.2869,0.2869
0.862,265.0,PUT,18.65,18.59,-0.06,0.2836,0.2829
0.862,270.0,PUT,20.55,20.38,-0.17,0.2808,0.2791
0.862,285.0,CALL,27.7,28.23,0.53,0.263,0.2683
0.862,295.0,CALL,22.93,23.38,0.46,0.2573,0.2618
0.862,300.0,CALL,20.7,21.18,0.48,0.2541,0.2588
0.862,305.0,CALL,18.73,19.12,0.4,0.252,0.256
0.862,310.0,CALL,16.88,17.22,0.34,0.2499,0.2533
0.862,315.0,CALL,15.18,15.46,0.29,0.248,0.2509
0.862,325.0,CALL,12.18,12.38,0.2,0.2446,0.2468
0.862,330.0,CALL,10.88,11.04,0.16,0.2432,0.245
0.862,335.0,CALL,9.68,9.83,0.16,0.2417,0.2435
0.862,340.0,CALL,8.62,8.74,0.12,0.2407,0.2421
0.862,345.0,CALL,7.67,7.77,0.09,0.2398,0.241
0.862,360.0,CALL,5.35,5.43,0.08,0.2376,0.2388
0.938,195.0,PUT,4.33,4.4,0.08,0.339,0.3409
0.938,200.0,PUT,4.88,5.0,0.12,0.334,0.3366
0.938,210.0,PUT,6.15,6.36,0.21,0.3242,0.328
0.938,220.0,PUT,7.72,7.99,0.27,0.3154,0.3196
0.938,240.0,PUT,11.88,12.19,0.31,0.2994,0.3033
0.938,250.0,PUT,14.55,14.83,0.28,0.2923,0.2954
0.938,260.0,PUT,17.68,17.88,0.2,0.2857,0.2878
0.938,270.0,PUT,21.35,21.38,0.03,0.2802,0.2805
0.938,290.0,CALL,26.73,27.45,0.73,0.2603,0.2672
0.938,310.0,CALL,18.27,18.86,0.59,0.2505,0.2561
0.938,320.0,CALL,14.93,15.4,0.47,0.2469,0.2515
0.938,330.0,CALL,12.07,12.47,0.39,0.2437,0.2478
0.938,340.0,CALL,9.73,10.03,0.31,0.2413,0.2448
0.938,360.0,CALL,6.2,6.42,0.22,0.2379,0.2409
