T,K,Type,Market,Model,Err,IV_Mkt,IV_Model
0.096,6850.0,CALL,139.95,131.84,-8.11,0.167,0.1574
0.096,7140.0,CALL,19.9,18.42,-1.48,0.1261,0.123
0.104,6750.0,PUT,110.85,106.78,-4.07,0.1783,0.1735
0.114,5575.0,PUT,10.75,8.68,-2.07,0.3428,0.3299
0.114,5920.0,PUT,18.8,17.33,-1.47,0.2906,0.2853
0.114,6210.0,PUT,33.75,32.39,-1.36,0.2512,0.2481
0.114,6405.0,PUT,53.5,50.16,-3.34,0.2279,0.2224
0.114,6580.0,PUT,80.15,75.18,-4.97,0.2048,0.1982
0.114,6750.0,PUT,119.9,112.82,-7.08,0.1813,0.1733
0.114,6925.0,CALL,111.0,101.76,-9.24,0.1564,0.1461
0.114,7095.0,CALL,40.15,34.3,-5.85,0.1345,0.1259
0.114,7330.0,CALL,5.55,6.52,0.97,0.1193,0.1232
0.134,6350.0,PUT,55.05,52.89,-2.16,0.2307,0.2273
0.134,6800.0,PUT,144.8,137.94,-6.86,0.1723,0.1653
0.134,7110.0,CALL,44.7,38.94,-5.76,0.1332,0.1255
0.145,5340.0,PUT,9.8,8.66,-1.14,0.3523,0.345
0.145,5675.0,PUT,17.3,16.15,-1.15,0.3115,0.307
0.145,5875.0,PUT,23.85,23.54,-0.31,0.2852,0.2843
0.145,6155.0,PUT,39.85,40.04,0.19,0.251,0.2513
0.145,6330.0,PUT,56.15,56.15,0.0,0.23,0.23
0.145,6505.0,PUT,80.1,79.18,-0.92,0.2087,0.2076
0.145,6675.0,PUT,114.35,111.17,-3.18,0.1875,0.1842
0.145,6850.0,CALL,173.7,168.54,-5.16,0.1638,0.1589
0.145,7020.0,CALL,81.85,75.65,-6.2,0.1418,0.1353
0.145,7195.0,CALL,27.0,25.5,-1.5,0.1245,0.1221
0.145,7420.0,CALL,4.8,6.62,1.82,0.1165,0.1239
0.191,5650.0,PUT,24.95,23.8,-1.15,0.302,0.2988
0.191,5980.0,PUT,40.45,42.08,1.63,0.2631,0.2661
0.191,6270.0,PUT,65.65,68.01,2.36,0.2313,0.2344
0.191,6490.0,PUT,96.1,97.95,1.85,0.2066,0.2086
0.191,6665.0,PUT,130.85,131.52,0.67,0.1858,0.1864
0.191,6835.0,PUT,180.55,177.45,-3.1,0.1665,0.1639
0.191,7010.0,CALL,116.05,108.62,-7.43,0.1474,0.1409
0.191,7190.0,CALL,47.85,42.9,-4.95,0.1304,0.1247
0.227,5150.0,PUT,17.35,13.11,-4.24,0.3531,0.3352
0.227,5775.0,PUT,37.15,37.9,0.75,0.2798,0.2813
0.227,6100.0,PUT,59.55,62.53,2.98,0.2454,0.2495
0.227,6400.0,PUT,95.05,98.13,3.08,0.2141,0.2172
0.227,6580.0,PUT,127.3,128.81,1.51,0.195,0.1963
0.227,6765.0,PUT,174.1,171.55,-2.55,0.1754,0.1734
0.227,6975.0,CALL,155.0,147.27,-7.73,0.153,0.1469
0.227,7170.0,CALL,70.35,62.11,-8.24,0.1354,0.1277
0.227,7395.0,CALL,20.85,20.56,-0.29,0.1219,0.1215
0.268,5150.0,PUT,21.9,17.73,-4.17,0.3421,0.3281
0.268,5875.0,PUT,51.95,54.37,2.42,0.264,0.2677
0.268,6170.0,PUT,78.6,81.91,3.31,0.2355,0.2392
0.268,6450.0,PUT,117.3,120.21,2.91,0.2074,0.21
0.268,6665.0,PUT,162.1,162.07,-0.03,0.1858,0.1857
0.268,6850.0,CALL,252.95,248.08,-4.87,0.1673,0.1639
0.268,7050.0,CALL,141.6,129.81,-11.79,0.1496,0.1409
0.268,7320.0,CALL,46.75,40.22,-6.53,0.13,0.1231
0.307,5675.0,PUT,47.05,48.26,1.21,0.2786,0.2806
0.307,6550.0,PUT,149.65,152.67,3.02,0.1966,0.1989
0.307,6840.0,CALL,281.2,277.62,-3.58,0.1694,0.167
0.307,7175.0,CALL,105.25,94.5,-10.75,0.141,0.1329
0.362,5550.0,PUT,50.1,50.84,0.74,0.285,0.2861
0.362,6140.0,PUT,100.45,106.26,5.81,0.2326,0.2379
0.362,6430.0,PUT,144.2,149.75,5.55,0.2071,0.2112
0.362,6720.0,PUT,210.2,211.65,1.45,0.1815,0.1825
0.362,7020.0,CALL,203.85,196.07,-7.78,0.1561,0.1513
0.362,7310.0,CALL,81.8,72.48,-9.32,0.1358,0.1286
0.394,5225.0,PUT,38.8,37.59,-1.21,0.31,0.3077
0.394,6070.0,PUT,100.0,106.86,6.86,0.2369,0.2431
0.394,6360.0,PUT,141.65,148.68,7.03,0.2127,0.2179
0.394,6590.0,PUT,187.7,192.84,5.14,0.1932,0.1965
0.394,6780.0,PUT,238.4,240.03,1.63,0.1769,0.1779
0.394,6955.0,CALL,255.0,253.27,-1.73,0.1616,0.1606
0.394,7175.0,CALL,143.25,135.68,-7.57,0.1453,0.1405
0.44,5225.0,PUT,44.85,44.04,-0.81,0.3051,0.3037
0.44,6120.0,PUT,117.55,124.91,7.36,0.2313,0.2372
0.44,6430.0,PUT,167.8,173.86,6.06,0.2067,0.2107
0.44,6720.0,PUT,234.95,237.44,2.49,0.1827,0.1842
0.44,7050.0,CALL,226.6,219.39,-7.21,0.1575,0.1535
0.44,7340.0,CALL,101.55,91.63,-9.92,0.1386,0.132
0.536,5300.0,PUT,61.35,62.39,1.04,0.2905,0.2918
0.536,6175.0,PUT,150.1,156.75,6.65,0.2262,0.2308
0.536,7025.0,CALL,287.1,282.0,-5.1,0.1641,0.1615
0.536,7900.0,CALL,24.15,25.95,1.8,0.1259,0.1282
0.613,5825.0,PUT,119.1,124.48,5.38,0.2489,0.2531
0.613,6675.0,PUT,275.15,277.53,2.38,0.1912,0.1924
0.613,7550.0,CALL,98.0,91.06,-6.94,0.1379,0.1337
0.646,5600.0,PUT,100.5,104.51,4.01,0.2625,0.266
0.646,6335.0,PUT,205.1,210.42,5.32,0.2146,0.2176
0.646,6510.0,PUT,242.75,246.65,3.9,0.2031,0.2051
0.646,6680.0,PUT,285.65,287.92,2.27,0.1916,0.1927
0.646,6875.0,CALL,497.15,427.74,-69.41,0.2104,0.1781
0.646,7080.0,CALL,304.8,301.86,-2.94,0.1643,0.1629
0.646,7255.0,CALL,216.15,210.39,-5.76,0.1535,0.1507
0.689,5175.0,PUT,72.7,72.27,-0.43,0.2898,0.2893
0.689,6050.0,PUT,165.05,170.65,5.6,0.2329,0.2364
0.689,6925.0,CALL,416.15,414.71,-1.44,0.1765,0.1758
0.689,7775.0,CALL,68.25,65.51,-2.74,0.134,0.1321
0.785,5700.0,PUT,135.25,140.22,4.97,0.2531,0.2565
0.785,6575.0,PUT,294.35,298.26,3.91,0.2014,0.2032
0.785,7425.0,CALL,198.9,193.94,-4.96,0.1514,0.1492
0.862,5400.0,PUT,112.7,117.02,4.32,0.2681,0.2715
0.862,6250.0,PUT,236.5,243.58,7.08,0.2204,0.2239
0.862,7125.0,CALL,371.7,373.67,1.97,0.1696,0.1704
0.862,8100.0,CALL,52.8,54.48,1.68,0.1332,0.1345
0.898,5950.0,PUT,187.85,196.77,8.92,0.2361,0.2411
0.898,6235.0,PUT,239.3,248.47,9.17,0.2206,0.2251
0.898,6540.0,PUT,307.7,316.54,8.84,0.2035,0.2073
0.898,6790.0,PUT,377.5,384.91,7.41,0.1893,0.1923
0.898,6975.0,CALL,471.4,478.5,7.1,0.1784,0.1812
0.898,7190.0,CALL,349.1,354.01,4.91,0.1664,0.1683
0.898,7425.0,CALL,237.05,238.87,1.82,0.1545,0.1553
0.898,7750.0,CALL,125.45,125.46,0.01,0.1416,0.1416
0.898,8120.0,CALL,71.6,58.25,-13.35,0.1443,0.1353
0.939,5725.0,PUT,159.9,168.47,8.57,0.2471,0.2523
0.939,6625.0,PUT,336.95,346.84,9.89,0.1987,0.2028
0.939,7500.0,CALL,220.7,223.46,2.76,0.1526,0.1537
1.034,5700.0,PUT,170.4,179.71,9.31,0.247,0.2524
1.034,7000.0,CALL,508.85,522.16,13.31,0.1796,0.1845
1.111,5225.0,PUT,123.8,129.87,6.07,0.2702,0.2746
1.111,6200.0,PUT,269.55,282.64,13.09,0.2219,0.2277
1.111,7100.0,CALL,477.9,495.31,17.41,0.176,0.1821
1.111,8400.0,CALL,53.0,61.26,8.26,0.1334,0.139
