T,K,Market,Ana_Price,Ana_Err,MC_Price,MC_Err,IV_Mkt
0.057,6710.0,263.4,259.02,-4.38,261.76,-1.64,0.181
0.057,6880.0,129.91,135.8,5.88,137.82,7.9,0.1509
0.057,7060.0,32.4,39.93,7.53,37.68,5.28,0.1189
0.06,5600.0,1336.09,1348.35,12.25,1348.96,12.87,0.3865
0.06,6450.0,502.2,498.55,-3.65,501.88,-0.31,0.2267
0.06,6790.0,202.56,199.65,-2.91,203.1,0.54,0.1714
0.06,6960.0,84.9,90.55,5.65,90.0,5.1,0.1416
0.06,7200.0,6.55,7.16,0.61,7.29,0.74,0.1072
0.063,5310.0,1625.21,1648.44,23.24,1649.57,24.37,0.4421
0.063,5475.0,1461.09,1478.6,17.51,1477.6,16.51,0.4092
0.063,5640.0,1297.1,1308.94,11.84,1310.13,13.02,0.3756
0.063,5810.0,1128.5,1136.61,8.11,1135.93,7.43,0.3426
0.063,5980.0,960.2,962.3,2.1,963.69,3.49,0.3081
0.063,6135.0,807.76,809.32,1.55,810.11,2.35,0.2799
0.063,6235.0,710.2,707.01,-3.19,707.31,-2.88,0.2627
0.063,6335.0,613.48,607.65,-5.83,609.92,-3.56,0.2455
0.063,6440.0,513.48,509.19,-4.29,512.74,-0.73,0.2281
0.063,6540.0,420.56,416.26,-4.3,418.73,-1.83,0.2124
0.063,6640.0,330.6,324.12,-6.48,326.11,-4.49,0.196
0.063,6745.0,241.79,235.9,-5.89,239.14,-2.65,0.1798
0.063,6845.0,163.33,163.92,0.59,166.86,3.54,0.1617
0.063,6945.0,98.25,101.74,3.49,101.67,3.42,0.1472
0.063,7045.0,45.95,50.69,4.74,48.27,2.32,0.1284
0.063,7150.0,14.85,16.26,1.41,15.06,0.21,0.1135
0.063,7250.0,3.85,3.87,0.02,5.05,1.2,0.1062
0.063,7380.0,0.82,3.33,2.51,4.19,3.36,0.1095
0.071,6175.0,771.28,771.68,0.4,772.35,1.07,0.2635
0.071,6700.0,283.72,279.39,-4.33,282.08,-1.64,0.1817
0.071,6950.0,97.95,106.64,8.69,106.37,8.42,0.1402
0.071,7250.0,4.65,5.06,0.41,6.32,1.67,0.1034
0.074,6300.0,651.75,646.55,-5.19,648.37,-3.38,0.243
0.074,6825.0,186.34,187.21,0.87,190.6,4.26,0.1621
0.074,7000.0,72.9,81.82,8.92,79.9,7.0,0.1328
0.077,5400.0,1538.52,1559.93,21.41,1560.31,21.79,0.3984
0.077,6600.0,374.89,371.43,-3.46,373.76,-1.13,0.1972
0.077,6940.0,109.7,117.3,7.6,117.41,7.71,0.1434
0.077,7300.0,3.4,3.52,0.12,5.51,2.11,0.1048
0.079,6550.0,422.1,418.58,-3.52,421.72,-0.38,0.2056
0.079,6950.0,106.75,113.94,7.19,113.68,6.93,0.1429
0.079,7325.0,3.05,3.31,0.26,5.4,2.35,0.1063
0.082,5975.0,971.67,971.64,-0.03,973.46,1.79,0.2945
0.082,6400.0,562.22,555.29,-6.93,559.72,-2.5,0.2285
0.082,6575.0,402.25,398.03,-4.22,400.86,-1.4,0.2027
0.082,6740.0,261.71,256.52,-5.19,259.7,-2.0,0.178
0.082,6855.0,173.76,174.2,0.45,177.14,3.38,0.1603
0.082,6955.0,107.8,113.42,5.62,112.97,5.17,0.1445
0.082,7070.0,49.9,55.0,5.1,51.89,1.99,0.1269
0.082,7230.0,10.7,9.42,-1.28,10.18,-0.52,0.1111
0.09,6000.0,949.3,949.06,-0.24,951.68,2.38,0.2815
0.09,6725.0,278.28,275.32,-2.96,278.25,-0.03,0.1767
0.09,7250.0,9.65,9.02,-0.63,10.31,0.66,0.1077
0.093,7400.0,2.28,3.86,1.59,5.51,3.23,0.1071
0.101,6025.0,929.46,927.72,-1.74,931.16,1.7,0.2758
0.101,6475.0,504.2,498.3,-5.91,503.79,-0.42,0.2136
0.101,6650.0,350.61,346.7,-3.91,349.18,-1.42,0.1895
0.101,6820.0,214.75,213.16,-1.59,216.52,1.77,0.1651
0.101,6980.0,107.95,114.69,6.74,113.39,5.44,0.1413
0.101,7160.0,31.9,33.0,1.1,30.95,-0.95,0.1192
0.11,5400.0,1545.74,1564.86,19.12,1566.15,20.41,0.365
0.11,6700.0,313.51,311.18,-2.33,313.72,0.2,0.1801
0.11,7200.0,24.15,25.25,1.1,24.45,0.3,0.1135
0.12,5575.0,1376.36,1386.52,10.15,1386.82,10.45,0.3357
0.12,5760.0,1194.44,1200.76,6.32,1203.24,8.8,0.3063
0.12,5925.0,1033.47,1034.13,0.65,1035.57,2.1,0.2827
0.12,6090.0,874.76,871.53,-3.23,876.2,1.44,0.262
0.12,6265.0,708.29,703.96,-4.33,706.73,-1.56,0.2376
0.12,6365.0,615.69,607.9,-7.79,612.59,-3.09,0.2254
0.12,6465.0,524.93,517.87,-7.07,524.06,-0.87,0.2127
0.12,6565.0,438.03,432.67,-5.36,437.2,-0.82,0.2018
0.12,6670.0,348.95,344.41,-4.54,346.97,-1.98,0.1876
0.12,6770.0,268.79,264.46,-4.33,267.37,-1.43,0.1738
0.12,6870.0,194.84,194.3,-0.54,196.87,2.04,0.1597
0.12,6975.0,126.15,131.37,5.22,130.52,4.37,0.1444
0.12,7075.0,73.0,79.31,6.31,75.74,2.74,0.1301
0.12,7175.0,37.65,38.03,0.38,36.03,-1.62,0.1205
0.12,7310.0,12.7,9.07,-3.63,11.82,-0.88,0.1124
0.12,7480.0,3.2,4.86,1.66,5.75,2.55,0.1124
0.14,5500.0,1455.22,1469.27,14.05,1469.73,14.51,0.3365
0.14,6250.0,732.64,727.89,-4.74,731.48,-1.15,0.2383
0.14,6640.0,386.25,382.9,-3.34,386.19,-0.06,0.1899
0.14,6825.0,240.45,238.74,-1.71,241.48,1.02,0.1654
0.14,6990.0,130.4,136.05,5.65,135.02,4.62,0.1431
0.14,7175.0,47.6,48.0,0.4,45.65,-1.95,0.1231
0.151,5215.0,1738.26,1762.38,24.12,1762.12,23.85,0.3706
0.151,5440.0,1516.81,1532.05,15.24,1534.1,17.29,0.3385
0.151,5575.0,1384.51,1394.36,9.85,1395.27,10.76,0.3201
0.151,5700.0,1262.36,1266.86,4.51,1270.6,8.24,0.3029
0.151,5805.0,1160.39,1164.3,3.91,1167.57,7.18,0.2895
0.151,5950.0,1020.6,1019.62,-0.98,1022.46,1.86,0.2714
0.151,6120.0,858.89,854.53,-4.36,860.41,1.52,0.2509
0.151,6230.0,755.9,752.04,-3.86,756.36,0.46,0.2377
0.151,6335.0,659.14,652.88,-6.26,657.33,-1.81,0.225
0.151,6435.0,569.09,561.39,-7.7,567.81,-1.29,0.2132
0.151,6535.0,481.6,476.16,-5.44,482.37,0.77,0.2015
0.151,6635.0,396.76,394.34,-2.41,398.01,1.25,0.1891
0.151,6740.0,311.79,310.22,-1.57,312.56,0.77,0.1756
0.151,6840.0,236.09,236.18,0.08,238.7,2.6,0.1625
0.151,6940.0,166.25,171.94,5.69,172.83,6.58,0.148
0.151,7040.0,107.7,116.24,8.54,113.84,6.14,0.1354
0.151,7145.0,61.1,66.0,4.9,62.83,1.73,0.1242
0.151,7245.0,32.3,30.5,-1.8,30.66,-1.64,0.117
0.151,7345.0,15.75,11.49,-4.26,15.01,-0.74,0.1124
0.151,7445.0,7.35,5.97,-1.38,9.24,1.89,0.1104
0.151,7570.0,3.0,5.49,2.49,5.7,2.7,0.1116
0.151,7740.0,1.05,4.07,3.02,4.79,3.74,0.1172
0.197,5450.0,1521.48,1533.43,11.96,1537.21,15.73,0.3225
0.197,5790.0,1192.84,1193.92,1.08,1199.53,6.69,0.282
0.197,5970.0,1020.99,1019.45,-1.54,1023.99,3.0,0.2603
0.197,6130.0,871.05,866.0,-5.05,873.31,2.25,0.2425
0.197,6300.0,715.29,711.44,-3.84,716.99,1.7,0.2238
0.197,6440.0,590.9,585.27,-5.63,591.77,0.87,0.2085
0.197,6540.0,505.53,500.56,-4.96,507.47,1.95,0.1982
0.197,6640.0,421.7,420.79,-0.91,425.58,3.88,0.1862
0.197,6740.0,341.97,343.33,1.35,345.82,3.85,0.1746
0.197,6845.0,263.54,265.79,2.25,267.73,4.19,0.1623
0.197,6945.0,195.6,199.73,4.13,200.97,5.37,0.1508
0.197,7045.0,137.4,142.42,5.02,141.32,3.92,0.1407
0.197,7145.0,88.75,92.51,3.76,89.91,1.16,0.1306
0.197,7310.0,36.6,31.76,-4.84,33.73,-2.87,0.1186
0.197,7475.0,13.5,8.97,-4.53,13.65,0.15,0.1138
0.197,8000.0,0.73,10.19,9.46,10.91,10.18,0.1228
0.233,5525.0,1460.62,1469.6,8.99,1474.08,13.47,0.3055
0.233,5780.0,1216.29,1216.47,0.18,1223.1,6.81,0.2773
0.233,5990.0,1018.43,1015.84,-2.6,1021.65,3.22,0.255
0.233,6160.0,861.63,855.48,-6.15,863.62,1.99,0.2376
0.233,6350.0,690.95,686.04,-4.91,692.32,1.36,0.2178
0.233,6470.0,586.83,580.83,-6.0,587.62,0.8,0.2055
0.233,6575.0,498.57,493.82,-4.75,500.72,2.15,0.1945
0.233,6680.0,413.57,412.08,-1.49,416.73,3.16,0.1833
0.233,6795.0,325.4,325.94,0.55,328.19,2.79,0.1708
0.233,6900.0,250.79,251.95,1.15,253.65,2.86,0.1594
0.233,7005.0,182.95,186.2,3.25,186.96,4.01,0.1477
0.233,7120.0,121.25,124.41,3.16,123.08,1.83,0.1368
0.233,7255.0,67.3,64.9,-2.4,64.5,-2.8,0.1261
0.233,7385.0,34.75,26.82,-7.93,30.99,-3.76,0.1193
0.233,7515.0,16.85,10.97,-5.88,16.45,-0.4,0.1155
0.233,7720.0,5.15,7.26,2.11,8.79,3.64,0.1141
0.274,5475.0,1521.13,1530.07,8.94,1536.2,15.07,0.303
0.274,5850.0,1165.68,1164.24,-1.45,1172.24,6.56,0.2653
0.274,6020.0,1007.68,1004.64,-3.04,1011.8,4.12,0.2482
0.274,6180.0,862.53,856.31,-6.22,865.17,2.64,0.233
0.274,6360.0,702.83,698.47,-4.36,705.77,2.94,0.2149
0.274,6525.0,563.18,557.9,-5.28,565.07,1.89,0.1993
0.274,6635.0,472.98,470.05,-2.92,476.64,3.66,0.1879
0.274,6745.0,387.48,387.39,-0.08,391.51,4.03,0.1769
0.274,6850.0,311.58,311.8,0.23,314.07,2.5,0.1671
0.274,6960.0,235.95,237.95,2.0,239.68,3.73,0.155
0.274,7060.0,177.45,178.38,0.93,179.28,1.83,0.1464
0.274,7220.0,101.5,99.0,-2.5,98.64,-2.86,0.1337
0.274,7380.0,50.25,41.69,-8.56,45.37,-4.88,0.1233
0.274,7775.0,6.8,8.46,1.66,10.9,4.1,0.1157
0.312,5650.0,1366.86,1371.29,4.43,1378.23,11.37,0.2803
0.312,6175.0,883.97,878.55,-5.42,887.8,3.83,0.2312
0.312,6600.0,522.15,518.61,-3.54,525.94,3.8,0.1915
0.312,6770.0,390.98,390.85,-0.13,395.49,4.51,0.1755
0.312,6930.0,277.35,279.87,2.52,282.21,4.86,0.1596
0.312,7110.0,170.95,171.86,0.91,173.3,2.35,0.1441
0.312,7650.0,19.05,12.75,-6.3,19.31,0.26,0.118
0.367,5500.0,1525.74,1533.36,7.62,1541.76,16.02,0.2887
0.367,6000.0,1064.43,1060.97,-3.46,1071.08,6.65,0.2451
0.367,6180.0,903.87,898.99,-4.87,908.95,5.08,0.229
0.367,6350.0,757.07,751.98,-5.09,761.9,4.83,0.2143
0.367,6520.0,615.48,611.9,-3.58,620.02,4.54,0.1993
0.367,6690.0,481.39,478.91,-2.48,486.3,4.91,0.1843
0.367,6860.0,357.09,357.5,0.4,362.05,4.96,0.1693
0.367,7025.0,249.3,250.1,0.8,253.16,3.86,0.1549
0.367,7190.0,159.5,158.6,-0.9,161.23,1.73,0.1417
0.367,7370.0,88.95,81.43,-7.52,85.15,-3.8,0.1311
0.367,7800.0,15.55,12.53,-3.02,18.58,3.03,0.1187
0.4,5375.0,1653.07,1665.76,12.69,1673.83,20.76,0.2963
0.4,5875.0,1189.38,1188.1,-1.29,1198.8,9.41,0.2534
0.4,6140.0,952.66,948.92,-3.73,959.35,6.69,0.2311
0.4,6320.0,797.75,792.47,-5.28,803.24,5.49,0.2165
0.4,6470.0,672.27,668.64,-3.62,677.97,5.71,0.2035
0.4,6590.0,575.85,572.85,-2.99,581.24,5.39,0.1934
0.4,6700.0,490.93,488.64,-2.29,496.52,5.59,0.1841
0.4,6810.0,410.27,409.31,-0.96,415.8,5.54,0.1749
0.4,6910.0,341.21,341.24,0.03,346.08,4.87,0.1666
0.4,7020.0,266.85,270.74,3.89,274.59,7.74,0.1553
0.4,7150.0,194.3,195.61,1.31,199.26,4.96,0.1458
0.4,7400.0,90.8,84.17,-6.63,88.98,-1.82,0.1307
0.4,8400.0,2.02,19.22,17.19,20.21,18.18,0.1231
0.446,5675.0,1387.87,1391.39,3.51,1402.55,14.68,0.2671
0.446,6130.0,980.82,977.22,-3.59,988.82,8.0,0.231
0.446,6320.0,818.46,813.64,-4.82,825.18,6.72,0.2159
0.446,6490.0,678.24,674.68,-3.56,685.02,6.78,0.202
0.446,6670.0,536.92,534.86,-2.06,543.75,6.83,0.1873
0.446,6830.0,419.49,419.21,-0.28,426.77,7.28,0.1743
0.446,7025.0,289.55,291.82,2.27,296.96,7.41,0.1582
0.446,7190.0,197.9,197.51,-0.39,202.39,4.49,0.1465
0.446,7375.0,118.2,112.65,-5.55,118.13,-0.07,0.1353
0.446,7875.0,20.25,16.15,-4.1,24.34,4.09,0.1203
0.542,5450.0,1624.07,1634.43,10.36,1646.7,22.63,0.2795
0.542,5950.0,1175.27,1173.52,-1.75,1187.36,12.09,0.2429
0.542,6475.0,735.9,730.45,-5.45,743.36,7.46,0.2049
0.542,6975.0,369.7,370.49,0.79,379.35,9.65,0.1667
0.542,7475.0,121.25,113.64,-7.61,122.41,1.16,0.1364
0.542,8200.0,11.95,18.25,6.3,24.66,12.71,0.1212
0.619,5575.0,1533.07,1540.53,7.47,1555.09,22.02,0.2667
0.619,6075.0,1096.15,1093.18,-2.96,1108.94,12.79,0.2327
0.619,6575.0,692.23,687.4,-4.83,701.59,9.36,0.1986
0.619,7100.0,329.0,330.59,1.59,340.98,11.98,0.1611
0.619,7600.0,108.5,99.83,-8.67,111.54,3.04,0.1348
0.619,8600.0,5.55,26.25,20.7,30.07,24.52,0.123
0.652,5750.0,1387.91,1391.08,3.17,1407.17,19.26,0.2537
0.652,6275.0,943.36,938.36,-5.0,954.57,11.21,0.2195
0.652,6395.0,846.71,841.55,-5.17,857.29,10.58,0.2113
0.652,6495.0,767.56,763.02,-4.54,778.44,10.88,0.2043
0.652,6595.0,691.96,686.85,-5.11,701.79,9.84,0.198
0.652,6700.0,613.87,609.69,-4.18,623.86,9.99,0.1907
0.652,6800.0,542.01,538.93,-3.08,552.34,10.32,0.1838
0.652,6905.0,469.52,467.73,-1.79,480.49,10.97,0.1765
0.652,7025.0,389.2,390.96,1.76,402.98,13.78,0.1672
0.652,7130.0,326.3,328.32,2.02,339.64,13.34,0.1605
0.652,7230.0,271.4,272.87,1.47,283.73,12.33,0.1544
0.652,7330.0,221.85,221.9,0.05,232.75,10.9,0.1486
0.652,8300.0,16.25,22.7,6.45,31.41,15.16,0.123
0.695,5625.0,1511.69,1518.56,6.88,1535.14,23.45,0.2607
0.695,6125.0,1082.78,1079.91,-2.88,1097.41,14.62,0.2287
0.695,6625.0,687.98,683.69,-4.29,699.65,11.67,0.1964
0.695,7150.0,336.4,336.76,0.36,349.44,13.04,0.1619
0.695,7650.0,118.55,110.88,-7.67,124.64,6.09,0.1365
0.791,5225.0,1895.62,1916.73,21.11,1933.56,37.94,0.2833
0.791,5725.0,1453.93,1459.27,5.34,1478.43,24.5,0.2521
0.791,6250.0,1017.88,1013.53,-4.35,1033.29,15.41,0.2212
0.791,6750.0,639.64,635.39,-4.25,653.39,13.75,0.1907
0.791,7250.0,322.8,323.87,1.07,339.25,16.45,0.1599
0.791,7750.0,120.0,112.84,-7.16,129.36,9.36,0.1374
0.868,5350.0,1803.28,1821.88,18.61,1841.14,37.86,0.2719
0.868,5850.0,1371.52,1375.84,4.32,1397.17,25.65,0.243
0.868,6350.0,967.52,964.27,-3.25,985.86,18.34,0.215
0.868,6875.0,585.02,583.79,-1.23,603.42,18.4,0.1843
0.868,7375.0,288.45,292.6,4.15,310.07,21.62,0.1554
0.868,7875.0,108.85,102.84,-6.01,121.64,12.79,0.1362
0.903,5600.0,1594.07,1606.57,12.5,1627.88,33.81,0.2556
0.903,5950.0,1299.07,1303.18,4.11,1325.61,26.54,0.2363
0.903,6120.0,1160.51,1162.01,1.5,1184.64,24.13,0.2269
0.903,6320.0,1002.84,1001.91,-0.93,1024.46,21.62,0.2161
0.903,6485.0,876.77,875.28,-1.5,897.53,20.75,0.2068
0.903,6625.0,774.68,772.2,-2.48,793.98,19.3,0.1994
0.903,6775.0,666.55,666.62,0.06,687.81,21.25,0.1902
0.903,6885.0,591.23,592.75,1.52,613.43,22.2,0.1837
0.903,6995.0,516.8,522.19,5.39,542.29,25.49,0.1764
0.903,7130.0,433.8,440.47,6.67,459.91,26.11,0.1688
0.903,7255.0,362.8,370.05,7.25,389.0,26.2,0.1621
0.903,7395.0,291.35,297.88,6.53,316.43,25.08,0.1551
0.903,7560.0,217.7,222.84,5.14,241.29,23.59,0.1473
0.903,7770.0,144.9,144.81,-0.09,163.9,19.0,0.1396
0.903,8000.0,88.9,84.19,-4.71,104.11,15.21,0.1335
0.903,8200.0,56.9,52.67,-4.23,72.11,15.21,0.1301
0.945,5475.0,1713.38,1731.26,17.89,1752.9,39.52,0.2611
0.945,5975.0,1291.25,1296.94,5.69,1320.41,29.16,0.2339
0.945,6475.0,898.52,899.55,1.02,922.95,24.43,0.2069
0.945,6975.0,547.6,552.67,5.07,574.17,26.57,0.1788
0.945,7500.0,258.75,265.6,6.85,285.24,26.49,0.1517
0.945,8100.0,79.85,75.5,-4.35,96.34,16.49,0.1329
1.04,5625.0,1611.68,1627.77,16.09,1652.33,40.64,0.2508
1.04,6350.0,1027.51,1031.65,4.13,1057.78,30.27,0.2136
1.04,7075.0,521.55,531.72,10.17,555.74,34.19,0.175
1.04,7850.0,160.05,166.16,6.11,188.71,28.66,0.1411
1.117,5450.0,1780.78,1803.44,22.67,1828.81,48.03,0.2585
1.117,6000.0,1326.03,1335.14,9.1,1362.87,36.84,0.2312
1.117,6525.0,924.34,929.42,5.07,957.44,33.09,0.2052
1.117,7025.0,580.9,593.04,12.14,619.6,38.7,0.1789
1.117,7525.0,307.65,322.48,14.83,347.22,39.57,0.1555
1.117,8600.0,43.2,51.4,8.2,72.31,29.11,0.1296
