T,K,Type,Spread,Market,Model,Err,IV_Mkt,IV_Model
0.0824,5270.0,PUT,0.6,4.3,5.4167,1.1167,0.4338,0.4488
0.0824,5360.0,PUT,0.7,4.95,4.8661,-0.0839,0.4182,0.4171
0.0824,5465.0,PUT,0.6,5.8,4.3131,-1.4869,0.3995,0.3819
0.0824,5545.0,PUT,0.7,6.55,3.9699,-2.5801,0.3851,0.3565
0.0824,5630.0,PUT,0.7,7.55,3.6984,-3.8516,0.3706,0.3311
0.0824,5720.0,PUT,0.8,8.8,3.5457,-5.2543,0.3551,0.3064
0.0824,5795.0,PUT,0.8,10.1,3.5576,-6.5424,0.3427,0.2878
0.0824,5880.0,PUT,0.8,11.8,3.7759,-8.0241,0.3283,0.2691
0.0824,6020.0,PUT,0.9,15.65,4.825,-10.825,0.3058,0.2438
0.0824,6140.0,PUT,1.0,20.3,6.78,-13.52,0.287,0.2266
0.0824,6220.0,PUT,0.9,24.35,8.9064,-15.4436,0.2747,0.2167
0.0824,6295.0,PUT,0.9,28.95,11.7386,-17.2114,0.2629,0.2081
0.0824,6370.0,PUT,1.0,34.8,15.6481,-19.1519,0.2517,0.1999
0.0824,6450.0,PUT,1.2,42.4,21.3896,-21.0104,0.2394,0.1913
0.0824,6525.0,PUT,1.0,51.1,28.7142,-22.3858,0.2274,0.1833
0.0824,6600.0,PUT,1.3,61.75,38.5095,-23.2405,0.2152,0.1752
0.0824,6675.0,PUT,1.3,74.75,51.536,-23.214,0.2024,0.1669
0.0824,7025.0,CALL,1.0,49.8,50.1731,0.3731,0.1341,0.1346
0.0824,7105.0,CALL,1.1,22.75,30.0015,7.2515,0.1197,0.1331
0.0824,7180.0,CALL,0.9,9.05,18.3487,9.2987,0.1097,0.134
0.0824,7255.0,CALL,0.7,3.35,11.279,7.929,0.1047,0.1364
0.1098,5600.0,PUT,0.9,11.65,4.8065,-6.8435,0.3559,0.3064
0.1098,6350.0,PUT,1.0,44.4,22.8909,-21.5091,0.2449,0.1992
0.1098,6710.0,PUT,1.4,97.5,72.8839,-24.6161,0.1917,0.1613
0.1098,7400.0,CALL,0.4,2.25,8.9423,6.6923,0.109,0.141
0.1282,5175.0,PUT,0.7,8.55,6.6485,-1.9015,0.411,0.3949
0.1282,5550.0,PUT,0.9,13.95,5.7262,-8.2238,0.3539,0.3029
0.1282,5760.0,PUT,0.9,18.75,6.835,-11.915,0.3225,0.2656
0.1282,5880.0,PUT,1.0,22.2,8.4015,-13.7985,0.304,0.2486
0.1282,6010.0,PUT,1.0,27.5,11.2461,-16.2539,0.2857,0.2329
0.1282,6130.0,PUT,1.2,33.9,15.348,-18.552,0.2692,0.2198
0.1282,6260.0,PUT,1.0,43.6,22.037,-21.563,0.2525,0.2066
0.1282,6375.0,PUT,1.1,54.35,30.6492,-23.7008,0.237,0.195
0.1282,6450.0,PUT,1.5,62.35,38.0781,-24.2719,0.2258,0.1875
0.1282,6525.0,PUT,1.4,72.5,47.3307,-25.1693,0.2155,0.1798
0.1282,6600.0,PUT,1.6,84.5,58.8477,-25.6523,0.2049,0.172
0.1282,6680.0,PUT,1.8,99.9,74.2878,-25.6122,0.1935,0.1635
0.1282,7030.0,CALL,1.4,82.2,73.9337,-8.2663,0.142,0.133
0.1282,7105.0,CALL,1.2,51.3,50.8657,-0.4343,0.1318,0.1312
0.1282,7190.0,CALL,1.1,26.95,33.2239,6.2739,0.122,0.1317
0.1282,7320.0,CALL,0.9,8.05,17.6987,9.6487,0.1115,0.1357
0.1282,7450.0,CALL,0.5,2.55,9.869,7.319,0.1102,0.142
0.1482,5900.0,PUT,1.1,27.65,11.4779,-16.1721,0.2943,0.242
0.1482,6475.0,PUT,1.3,74.05,47.8179,-26.2321,0.2194,0.1835
0.1482,7075.0,CALL,1.3,74.45,68.6218,-5.8282,0.1375,0.1313
0.1646,5050.0,PUT,0.7,11.05,8.1765,-2.8735,0.4077,0.388
0.1646,5410.0,PUT,0.9,16.55,7.5278,-9.0222,0.3557,0.3088
0.1646,5530.0,PUT,1.0,19.1,8.0447,-11.0553,0.3388,0.2881
0.1646,5670.0,PUT,0.9,22.85,9.3533,-13.4967,0.3197,0.2673
0.1646,5790.0,PUT,1.0,26.9,11.2747,-15.6253,0.3037,0.2519
0.1646,5925.0,PUT,1.0,32.7,14.6199,-18.0801,0.2862,0.2367
0.1646,6050.0,PUT,1.2,39.6,19.2009,-20.3991,0.2704,0.2238
0.1646,6175.0,PUT,1.1,48.45,25.6827,-22.7673,0.2549,0.2116
0.1646,6300.0,PUT,1.1,59.75,34.686,-25.064,0.2395,0.1996
0.1646,6410.0,PUT,1.4,72.4,45.3612,-27.0388,0.2261,0.1889
0.1646,6490.0,PUT,1.2,83.4,55.207,-28.193,0.2161,0.181
0.1646,6565.0,PUT,1.3,95.45,66.4333,-29.0167,0.2066,0.1735
0.1646,6640.0,PUT,1.3,109.45,80.0478,-29.4022,0.197,0.166
0.1646,6715.0,PUT,1.4,125.8,96.6522,-29.1478,0.1871,0.1584
0.1646,7065.0,CALL,1.3,89.25,79.7451,-9.5049,0.1407,0.1314
0.1646,7145.0,CALL,1.3,57.45,56.2442,-1.2058,0.1316,0.1302
0.1646,7220.0,CALL,1.3,35.65,40.6946,5.0446,0.1244,0.1309
0.1646,7295.0,CALL,1.2,20.8,29.7283,8.9283,0.1187,0.1329
0.1646,7370.0,CALL,0.9,11.75,21.9816,10.2316,0.1149,0.1357
0.1646,7450.0,CALL,0.5,6.25,16.1736,9.9236,0.1126,0.1392
0.1646,7525.0,CALL,0.7,3.65,12.3329,8.6829,0.1127,0.1431
0.2049,4850.0,PUT,0.7,12.85,10.3435,-2.5065,0.4175,0.4026
0.2049,5225.0,PUT,0.8,18.4,9.4198,-8.9802,0.3651,0.3234
0.2049,5600.0,PUT,1.0,28.1,12.4407,-15.6593,0.3169,0.2671
0.2049,5860.0,PUT,1.1,39.15,18.7629,-20.3871,0.2854,0.2383
0.2049,5980.0,PUT,1.3,46.15,23.5291,-22.6209,0.2713,0.2265
0.2049,6110.0,PUT,1.1,56.15,30.5097,-25.6403,0.2572,0.2143
0.2049,6230.0,PUT,1.2,67.1,39.0922,-28.0078,0.2435,0.2031
0.2049,6360.0,PUT,1.5,81.15,51.3919,-29.7581,0.2279,0.1911
0.2049,6480.0,PUT,1.6,98.0,66.3699,-31.6301,0.214,0.1798
0.2049,6560.0,PUT,1.3,112.45,78.8555,-33.5945,0.2057,0.1721
0.2049,6635.0,PUT,1.5,127.15,92.8594,-34.2906,0.1969,0.1649
0.2049,6710.0,PUT,1.8,142.8,109.627,-33.173,0.1869,0.1577
0.2049,7065.0,CALL,1.9,114.85,98.2446,-16.6054,0.1455,0.1314
0.2049,7175.0,CALL,1.3,69.75,64.2353,-5.5147,0.135,0.1297
0.2049,7300.0,CALL,1.4,34.2,40.2168,6.0168,0.1242,0.1316
0.2049,7425.0,CALL,1.1,15.35,25.9578,10.6078,0.1177,0.1359
0.244,4900.0,PUT,0.8,16.8,11.4015,-5.3985,0.3925,0.3667
0.244,5625.0,PUT,1.1,35.65,17.242,-18.408,0.3039,0.2577
0.244,6000.0,PUT,1.2,57.2,31.5954,-25.6046,0.2627,0.2212
0.244,6370.0,PUT,1.5,95.75,62.7498,-33.0002,0.2235,0.188
0.244,6510.0,PUT,1.5,117.45,82.1331,-35.3169,0.2085,0.1753
0.244,6650.0,PUT,1.8,145.0,108.1735,-36.8265,0.1933,0.1625
0.244,7060.0,CALL,1.4,139.3,117.7166,-21.5834,0.1485,0.1319
0.244,7325.0,CALL,1.4,42.4,47.2422,4.8422,0.1261,0.1313
0.2987,4850.0,PUT,0.9,21.25,13.8,-7.45,0.3816,0.3525
0.2987,5225.0,PUT,1.0,29.9,15.6687,-14.2313,0.3374,0.2957
0.2987,5625.0,PUT,1.1,45.75,23.7936,-21.9564,0.2947,0.2512
0.2987,5940.0,PUT,1.4,66.3,37.6795,-28.6205,0.2632,0.2225
0.2987,6080.0,PUT,1.5,78.85,47.0849,-31.7651,0.2496,0.2104
0.2987,6210.0,PUT,1.7,92.95,58.2527,-34.6973,0.2369,0.1993
0.2987,6330.0,PUT,1.7,108.45,71.1771,-37.2729,0.2251,0.1891
0.2987,6470.0,PUT,1.5,131.15,90.3326,-40.8174,0.212,0.1771
0.2987,6585.0,PUT,1.9,152.05,110.3512,-41.6988,0.1998,0.1672
0.2987,6680.0,PUT,2.1,173.25,130.7169,-42.5331,0.1904,0.1591
0.2987,7050.0,CALL,1.5,176.25,146.0638,-30.1862,0.1538,0.1332
0.2987,7175.0,CALL,1.4,116.2,98.876,-17.324,0.1427,0.1299
0.2987,7310.0,CALL,1.7,67.45,65.2906,-2.1594,0.1322,0.1303
0.2987,7500.0,CALL,1.3,27.65,38.1723,10.5223,0.1226,0.1354
0.2987,7875.0,CALL,0.6,4.1,16.041,11.941,0.1178,0.1518
0.3316,5225.0,PUT,1.1,34.05,18.2421,-15.8079,0.3307,0.2898
0.3316,5625.0,PUT,1.3,51.45,27.829,-23.621,0.2899,0.248
0.3316,6000.0,PUT,1.5,79.15,47.1638,-31.9862,0.2543,0.2153
0.3316,6130.0,PUT,1.5,92.65,57.4665,-35.1835,0.2423,0.2044
0.3316,6260.0,PUT,1.6,108.7,70.3491,-38.3509,0.2303,0.1937
0.3316,6380.0,PUT,1.5,126.25,85.1051,-41.1449,0.2192,0.1837
0.3316,6490.0,PUT,1.6,145.0,101.6735,-43.3265,0.2088,0.1746
0.3316,6565.0,PUT,1.5,159.55,115.0321,-44.5179,0.2017,0.1684
0.3316,6640.0,PUT,1.8,175.8,130.4243,-45.3757,0.1945,0.1622
0.3316,6715.0,PUT,1.9,193.85,148.2574,-45.5926,0.1873,0.1561
0.3316,7065.0,CALL,1.7,182.95,153.4908,-29.4592,0.1524,0.1334
0.3316,7190.0,CALL,1.4,123.2,106.2258,-16.9742,0.142,0.1302
0.3316,7400.0,CALL,1.2,54.6,58.3964,3.7964,0.1284,0.1318
0.3316,7900.0,CALL,0.6,5.1,18.6527,13.5527,0.1175,0.151
0.3774,5125.0,PUT,1.0,36.5,20.3984,-16.1016,0.3334,0.2945
0.3774,5525.0,PUT,1.1,53.95,29.7434,-24.2066,0.2943,0.2533
0.3774,5900.0,PUT,1.5,80.85,47.8953,-32.9547,0.2604,0.221
0.3774,6170.0,PUT,1.6,109.8,70.0176,-39.7824,0.2366,0.1992
0.3774,6290.0,PUT,1.7,126.15,83.4064,-42.7436,0.226,0.1897
0.3774,6420.0,PUT,1.9,146.95,101.219,-45.731,0.2145,0.1793
0.3774,6550.0,PUT,1.7,171.85,123.4178,-48.4322,0.2031,0.169
0.3774,6675.0,PUT,1.9,199.15,150.1848,-48.9652,0.1913,0.1593
0.3774,7075.0,CALL,2.1,203.85,168.1799,-35.6701,0.1557,0.1341
0.3774,7200.0,CALL,2.0,142.6,119.5461,-23.0539,0.1456,0.1308
0.3774,7325.0,CALL,1.8,94.2,85.23,-8.97,0.137,0.1305
0.3774,7650.0,CALL,1.1,25.05,38.8773,13.8273,0.1222,0.1385
0.3774,8300.0,CALL,0.4,1.8,13.3502,11.5502,0.1236,0.1685
0.4165,5700.0,PUT,1.4,72.9,41.9266,-30.9734,0.2756,0.2352
0.4165,6100.0,PUT,1.4,112.2,70.3196,-41.8804,0.2419,0.2033
0.4165,6500.0,PUT,1.7,175.05,123.2155,-51.8345,0.2081,0.1726
0.4165,6725.0,PUT,1.6,226.2,172.4646,-53.7354,0.1884,0.1558
0.4165,7300.0,CALL,1.7,121.25,103.2667,-17.9833,0.1424,0.1308
0.4165,7800.0,CALL,1.0,18.2,33.914,15.714,0.122,0.1429
0.4732,5050.0,PUT,1.2,45.0,26.4478,-18.5522,0.3273,0.2906
0.4732,5450.0,PUT,1.3,65.25,37.5297,-27.7203,0.2922,0.2526
0.4732,5825.0,PUT,1.4,95.0,57.1096,-37.8904,0.2618,0.2223
0.4732,6200.0,PUT,1.6,140.3,91.1201,-49.1799,0.2323,0.1941
0.4732,6490.0,PUT,1.9,190.55,133.8176,-56.7324,0.2092,0.1729
0.4732,7050.0,CALL,2.3,267.85,219.5201,-48.3299,0.1635,0.1377
0.4732,7425.0,CALL,1.9,99.95,90.6387,-9.3113,0.1382,0.1321
0.4732,7800.0,CALL,1.2,26.5,42.1847,15.6847,0.1242,0.1413
0.5499,4900.0,PUT,1.1,47.15,29.2805,-17.8695,0.3316,0.2981
0.5499,5275.0,PUT,1.4,65.5,38.7902,-26.7098,0.3002,0.2625
0.5499,5675.0,PUT,1.4,95.4,57.5858,-37.8142,0.2694,0.2304
0.5499,6050.0,PUT,1.8,137.9,87.7415,-50.1585,0.2421,0.2031
0.5499,6425.0,PUT,1.7,199.75,138.0502,-61.6998,0.2147,0.1771
0.5499,7075.0,CALL,2.4,290.7,237.4784,-53.2216,0.1652,0.1388
0.5499,7450.0,CALL,2.0,119.8,105.7369,-14.0631,0.1413,0.133
0.5499,7850.0,CALL,1.2,34.2,49.7729,15.5729,0.1267,0.1414
0.5835,5050.0,PUT,1.3,57.25,34.9483,-22.3017,0.3153,0.2802
0.5835,5575.0,PUT,1.5,91.95,55.7264,-36.2236,0.2747,0.2365
0.5835,5950.0,PUT,1.6,131.7,83.1594,-48.5406,0.2481,0.2093
0.5835,6305.0,PUT,1.8,185.8,125.1962,-60.6038,0.2232,0.185
0.5835,6385.0,PUT,1.9,200.75,137.7808,-62.9692,0.2176,0.1796
0.5835,6460.0,PUT,2.0,215.8,150.9181,-64.8819,0.2122,0.1747
0.5835,6535.0,PUT,2.0,232.0,165.5268,-66.4732,0.2067,0.1698
0.5835,6610.0,PUT,2.1,249.45,181.8099,-67.6401,0.2013,0.165
0.5835,6690.0,PUT,2.2,269.6,201.2949,-68.3051,0.1954,0.16
0.5835,7040.0,CALL,2.4,325.9,268.4932,-57.4068,0.1688,0.1411
0.5835,7115.0,CALL,1.3,345.15,231.0174,-114.1326,0.1934,0.1383
0.5835,7190.0,CALL,2.3,243.15,197.7829,-45.3671,0.1583,0.136
0.5835,7265.0,CALL,2.2,206.5,168.8759,-37.6241,0.1534,0.1344
0.5835,7345.0,CALL,2.1,171.25,142.6597,-28.5903,0.1485,0.1335
0.5835,8000.0,CALL,1.2,24.5,43.5119,19.0119,0.1251,0.1454
0.6265,5050.0,PUT,1.3,62.05,38.3251,-23.7249,0.3117,0.2769
0.6265,5425.0,PUT,1.4,86.5,52.5514,-33.9486,0.2835,0.246
0.6265,5800.0,PUT,1.6,122.4,76.2899,-46.1101,0.2574,0.2186
0.6265,6200.0,PUT,2.1,178.35,117.9641,-60.3859,0.2304,0.1915
0.6265,6575.0,PUT,2.2,253.1,182.7592,-70.3408,0.2044,0.1675
0.6265,7225.0,CALL,2.4,245.8,198.8053,-46.9947,0.1587,0.1363
0.6265,7600.0,CALL,1.9,100.45,95.1092,-5.3408,0.1384,0.1352
0.6265,8200.0,CALL,0.9,16.55,37.5047,20.9547,0.1249,0.151
0.7224,5050.0,PUT,1.3,72.75,45.8817,-26.8683,0.3048,0.2708
0.7224,5425.0,PUT,1.5,100.65,62.3967,-38.2533,0.2791,0.2419
0.7224,5800.0,PUT,1.7,140.55,88.8454,-51.7046,0.255,0.2162
0.7224,6175.0,PUT,2.1,196.65,130.3115,-66.3385,0.2317,0.1922
0.7224,6575.0,PUT,2.2,279.3,201.5351,-77.7649,0.2062,0.1683
0.7224,7225.0,CALL,2.7,288.15,232.0852,-56.0648,0.1634,0.1388
0.7224,7600.0,CALL,2.1,131.55,117.5377,-14.0123,0.1433,0.136
0.7224,8100.0,CALL,1.7,35.55,54.6782,19.1282,0.1293,0.1458
0.799,5025.0,PUT,1.4,79.0,50.9833,-28.0167,0.3016,0.2689
0.799,5425.0,PUT,1.5,110.75,70.1395,-40.6105,0.2755,0.2393
0.799,5800.0,PUT,1.7,153.25,98.5927,-54.6573,0.2528,0.2147
0.799,6175.0,PUT,1.9,211.85,142.2898,-69.5602,0.2307,0.1918
0.799,6550.0,PUT,2.5,291.15,210.0158,-81.1342,0.2084,0.1705
0.799,7225.0,CALL,2.7,319.05,258.9107,-60.1393,0.1659,0.1409
0.799,7600.0,CALL,2.3,155.95,136.5373,-19.4127,0.1462,0.1369
0.799,8050.0,CALL,1.5,53.45,69.5321,16.0821,0.1323,0.1437
0.8354,5050.0,PUT,2.2,83.5,54.7681,-28.7319,0.2969,0.2652
0.8354,5720.0,PUT,2.4,147.1,95.7963,-51.3037,0.2555,0.2191
0.8354,5925.0,PUT,2.6,175.5,116.0058,-59.4942,0.2437,0.2065
0.8354,6050.0,PUT,2.6,195.3,130.8043,-64.4957,0.2366,0.199
0.8354,6150.0,PUT,0.8,203.8,144.2373,-59.5627,0.2262,0.1932
0.8354,6275.0,PUT,2.7,236.25,163.3262,-72.9238,0.2237,0.186
0.8354,6395.0,PUT,0.8,249.5,184.4306,-65.0694,0.2112,0.1793
0.8354,6500.0,PUT,2.8,284.9,205.4979,-79.4021,0.2106,0.1735
0.8354,6605.0,PUT,2.4,288.7,229.382,-59.318,0.1946,0.168
0.8354,6690.0,PUT,2.9,333.25,251.0811,-82.1689,0.1993,0.1636
0.8354,7045.0,CALL,3.6,433.9,360.916,-72.984,0.1771,0.1476
0.8354,7125.0,CALL,3.2,387.2,318.9301,-68.2699,0.1723,0.1448
0.8354,7200.0,CALL,3.2,345.3,282.8525,-62.4475,0.1678,0.1425
0.8354,7285.0,CALL,1.5,355.25,245.9843,-109.2657,0.185,0.1404
0.8354,7390.0,CALL,3.1,250.25,206.4119,-43.8381,0.157,0.1385
0.8354,7470.0,CALL,3.0,215.4,180.5601,-34.8399,0.1529,0.1377
0.8354,7620.0,CALL,2.9,159.15,141.1548,-17.9952,0.1459,0.1375
0.8354,7770.0,CALL,2.7,114.65,111.6223,-3.0277,0.1402,0.1386
0.8354,7960.0,CALL,2.5,73.65,84.7281,11.0781,0.1348,0.1416
0.8354,8080.0,CALL,2.4,54.9,72.1566,17.2566,0.1322,0.1441
0.8354,8270.0,CALL,2.3,34.15,57.1864,23.0364,0.1293,0.1487
0.8757,5025.0,PUT,3.0,85.5,56.8953,-28.6047,0.2961,0.2654
0.8757,5400.0,PUT,4.1,115.85,76.1699,-39.6801,0.2722,0.2388
0.8757,5775.0,PUT,4.9,159.45,105.6938,-53.7562,0.2507,0.215
0.8757,6150.0,PUT,4.3,218.75,150.2344,-68.5156,0.2298,0.193
0.8757,6550.0,PUT,4.7,303.75,223.5501,-80.1999,0.2071,0.1713
0.8757,7200.0,CALL,4.3,362.75,296.99,-65.76,0.1695,0.1435
0.8757,7575.0,CALL,5.7,188.55,162.5268,-26.0232,0.1495,0.138
0.8757,8000.0,CALL,2.7,75.15,86.8853,11.7353,0.1352,0.1422
0.9715,4925.0,PUT,2.9,87.65,59.9723,-27.6777,0.2978,0.269
0.9715,5325.0,PUT,3.5,120.95,80.4601,-40.4899,0.2739,0.2412
0.9715,5725.0,PUT,3.9,167.75,112.1866,-55.5634,0.2519,0.2167
0.9715,6125.0,PUT,4.6,231.8,160.3937,-71.4063,0.2306,0.1942
0.9715,6525.0,PUT,5.0,317.2,234.0269,-83.1731,0.2091,0.1736
0.9715,7175.0,CALL,6.5,412.15,342.3494,-69.8006,0.1728,0.1467
0.9715,7575.0,CALL,5.7,219.45,188.5055,-30.9445,0.1523,0.1397
0.9715,8000.0,CALL,3.4,94.5,103.5354,9.0354,0.1375,0.1423
1.0482,4875.0,PUT,3.1,91.55,63.3569,-28.1931,0.2979,0.2697
1.0482,5250.0,PUT,3.3,123.15,82.6026,-40.5474,0.2763,0.2441
1.0482,5650.0,PUT,3.6,169.4,113.6464,-55.7536,0.2549,0.22
1.0482,6025.0,PUT,5.3,227.65,156.6889,-70.9611,0.2357,0.1994
1.0482,6400.0,PUT,4.1,303.25,219.6293,-83.6207,0.2164,0.1803
1.0482,7050.0,CALL,6.3,512.85,433.7284,-79.1216,0.1811,0.1524
1.0482,7425.0,CALL,7.3,310.45,259.5149,-50.9351,0.1617,0.1428
1.0482,7900.0,CALL,4.5,135.95,133.5574,-2.3926,0.1426,0.1415
1.2953,4900.0,PUT,3.7,114.55,81.6366,-32.9134,0.2872,0.2604
1.2953,5275.0,PUT,5.6,152.2,105.6821,-46.5179,0.2683,0.2377
1.2953,5650.0,PUT,4.9,201.55,140.0268,-61.5232,0.2506,0.2175
1.2953,6025.0,PUT,6.7,264.75,188.4028,-76.3472,0.2333,0.199
1.2953,6425.0,PUT,7.8,350.3,261.9122,-88.3878,0.2149,0.181
1.2953,7075.0,CALL,8.7,583.25,500.7389,-82.5111,0.1838,0.1567
1.2953,7450.0,CALL,7.4,381.0,323.2601,-57.7399,0.1667,0.1476
1.2953,7825.0,CALL,7.4,224.2,203.824,-20.376,0.1516,0.1442
1.2953,8900.0,CALL,3.2,32.8,68.9486,36.1486,0.1306,0.1574
