T,K,Type,Spread,Market,Model,Err,IV_Mkt,IV_Model
0.0825,5465.0,PUT,0.6,5.8,7.1981,1.3981,0.3994,0.4135
0.0825,5545.0,PUT,0.7,6.55,7.5624,1.0124,0.3851,0.3943
0.0825,5630.0,PUT,0.7,7.55,8.1928,0.6428,0.3705,0.3757
0.0825,5720.0,PUT,0.8,8.8,9.1875,0.3875,0.355,0.3578
0.0825,5795.0,PUT,0.8,10.1,10.324,0.224,0.3426,0.3441
0.0825,5880.0,PUT,0.8,11.8,12.0169,0.2169,0.3283,0.3295
0.0825,6020.0,PUT,0.9,15.65,15.9765,0.3265,0.3058,0.3072
0.0825,6140.0,PUT,1.0,20.3,20.8693,0.5693,0.287,0.289
0.0825,6220.0,PUT,0.9,24.35,25.1184,0.7684,0.2746,0.277
0.0825,6295.0,PUT,0.9,28.95,29.9831,1.0331,0.2629,0.2656
0.0825,6370.0,PUT,1.0,34.8,35.8654,1.0654,0.2517,0.2541
0.0825,6450.0,PUT,1.2,42.4,43.4852,1.0852,0.2393,0.2415
0.0825,6525.0,PUT,1.0,51.1,52.1534,1.0534,0.2274,0.2293
0.0825,6600.0,PUT,1.3,61.75,62.6265,0.8765,0.2151,0.2166
0.0825,6675.0,PUT,1.3,74.75,75.3387,0.5887,0.2023,0.2032
0.0825,7025.0,CALL,1.0,49.8,50.6783,0.8783,0.1341,0.1353
0.0825,7105.0,CALL,1.1,22.75,25.5196,2.7696,0.1197,0.125
0.0825,7180.0,CALL,0.9,9.05,12.9856,3.9356,0.1097,0.1209
0.0825,7255.0,CALL,0.7,3.35,6.8389,3.4889,0.1047,0.1211
0.1098,5600.0,PUT,0.9,11.65,12.6142,0.9642,0.3559,0.3612
0.1098,6350.0,PUT,1.0,44.4,47.0833,2.6833,0.2448,0.2499
0.1098,6710.0,PUT,1.4,97.5,98.6247,1.1247,0.1917,0.1931
0.1098,7400.0,CALL,0.4,2.25,4.7566,2.5066,0.109,0.124
0.1283,5175.0,PUT,0.7,8.55,11.2578,2.7078,0.411,0.4305
0.1283,5550.0,PUT,0.9,13.95,15.1378,1.1878,0.3538,0.3595
0.1283,5760.0,PUT,0.9,18.75,20.1235,1.3735,0.3224,0.3275
0.1283,5880.0,PUT,1.0,22.2,24.2724,2.0724,0.304,0.3105
0.1283,6010.0,PUT,1.0,27.5,30.1368,2.6368,0.2857,0.2926
0.1283,6130.0,PUT,1.2,33.9,37.1106,3.2106,0.2692,0.2763
0.1283,6260.0,PUT,1.0,43.6,46.7843,3.1843,0.2525,0.2584
0.1283,6375.0,PUT,1.1,54.35,57.6549,3.3049,0.237,0.2423
0.1283,6450.0,PUT,1.5,62.35,66.1961,3.8461,0.2258,0.2314
0.1283,6525.0,PUT,1.4,72.5,76.1303,3.6303,0.2154,0.2203
0.1283,6600.0,PUT,1.6,84.5,87.7369,3.2369,0.2049,0.2089
0.1283,6680.0,PUT,1.8,99.9,102.3816,2.4816,0.1934,0.1963
0.1283,7030.0,CALL,1.4,82.2,79.2188,-2.9812,0.142,0.1388
0.1283,7105.0,CALL,1.2,51.3,49.0393,-2.2607,0.1318,0.1289
0.1283,7190.0,CALL,1.1,26.95,26.8858,-0.0642,0.122,0.1219
0.1283,7320.0,CALL,0.9,8.05,10.9448,2.8948,0.1114,0.1197
0.1283,7450.0,CALL,0.5,2.55,5.1378,2.5878,0.1102,0.1244
0.1482,5900.0,PUT,1.1,27.65,30.5265,2.8765,0.2943,0.3017
0.1482,6475.0,PUT,1.3,74.05,78.2402,4.1902,0.2194,0.2248
0.1482,7075.0,CALL,1.3,74.45,71.945,-2.505,0.1375,0.1348
0.1646,5050.0,PUT,0.7,11.05,14.4968,3.4468,0.4077,0.4275
0.1646,5410.0,PUT,0.9,16.55,18.7651,2.2151,0.3557,0.3647
0.1646,5530.0,PUT,1.0,19.1,21.3794,2.2794,0.3388,0.347
0.1646,5670.0,PUT,0.9,22.85,25.4135,2.5635,0.3197,0.3275
0.1646,5790.0,PUT,1.0,26.9,29.8765,2.9765,0.3037,0.3116
0.1646,5925.0,PUT,1.0,32.7,36.2372,3.5372,0.2862,0.2942
0.1646,6050.0,PUT,1.2,39.6,43.656,4.056,0.2704,0.2783
0.1646,6175.0,PUT,1.1,48.45,52.8756,4.4256,0.2549,0.2623
0.1646,6300.0,PUT,1.1,59.75,64.3201,4.5701,0.2395,0.2461
0.1646,6410.0,PUT,1.4,72.4,76.6844,4.2844,0.2261,0.2316
0.1646,6490.0,PUT,1.2,83.4,87.3387,3.9387,0.2161,0.2208
0.1646,6565.0,PUT,1.3,95.45,98.8684,3.4184,0.2066,0.2104
0.1646,6640.0,PUT,1.3,109.45,112.1906,2.7406,0.197,0.1998
0.1646,6715.0,PUT,1.4,125.8,127.6937,1.8937,0.1871,0.1889
0.1646,7065.0,CALL,1.3,89.25,86.4959,-2.7541,0.1407,0.138
0.1646,7145.0,CALL,1.3,57.45,55.0366,-2.4134,0.1315,0.1289
0.1646,7220.0,CALL,1.3,35.65,34.6234,-1.0266,0.1244,0.1231
0.1646,7295.0,CALL,1.2,20.8,21.661,0.861,0.1187,0.1201
0.1646,7370.0,CALL,0.9,11.75,13.8504,2.1004,0.1149,0.1197
0.1646,7450.0,CALL,0.5,6.25,8.9704,2.7204,0.1126,0.1213
0.1646,7525.0,CALL,0.7,3.65,6.2875,2.6375,0.1127,0.1243
0.2049,4850.0,PUT,0.7,12.85,17.3568,4.5068,0.4175,0.4404
0.2049,5225.0,PUT,0.8,18.4,21.4029,3.0029,0.3651,0.3763
0.2049,5600.0,PUT,1.0,28.1,31.2513,3.1513,0.3169,0.325
0.2049,5860.0,PUT,1.1,39.15,43.1496,3.9996,0.2854,0.2932
0.2049,5980.0,PUT,1.3,46.15,50.5686,4.4186,0.2713,0.2789
0.2049,6110.0,PUT,1.1,56.15,60.3498,4.1998,0.2572,0.2634
0.2049,6230.0,PUT,1.2,67.1,71.3258,4.2258,0.2435,0.249
0.2049,6360.0,PUT,1.5,81.15,85.8232,4.6732,0.2279,0.2333
0.2049,6480.0,PUT,1.6,98.0,102.2206,4.2206,0.214,0.2184
0.2049,6560.0,PUT,1.3,112.45,115.153,2.703,0.2057,0.2083
0.2049,6635.0,PUT,1.5,127.15,129.0511,1.9011,0.1969,0.1986
0.2049,6710.0,PUT,1.8,142.8,145.0089,2.2089,0.1869,0.1888
0.2049,7065.0,CALL,1.9,114.85,111.1244,-3.7256,0.1455,0.1423
0.2049,7175.0,CALL,1.3,69.75,65.178,-4.572,0.135,0.1306
0.2049,7300.0,CALL,1.4,34.2,32.7998,-1.4002,0.1242,0.1224
0.2049,7425.0,CALL,1.1,15.35,16.6599,1.3099,0.1177,0.1202
0.244,4900.0,PUT,0.8,16.8,21.5117,4.7117,0.3925,0.4113
0.244,5625.0,PUT,1.1,35.65,39.9635,4.3135,0.3039,0.3128
0.244,6000.0,PUT,1.2,57.2,62.5012,5.3012,0.2627,0.2703
0.244,6370.0,PUT,1.5,95.75,100.8271,5.0771,0.2235,0.2287
0.244,6510.0,PUT,1.5,117.45,121.8818,4.4318,0.2085,0.2125
0.244,6650.0,PUT,1.8,145.0,148.2549,3.2549,0.1933,0.196
0.244,7060.0,CALL,1.4,139.3,137.2487,-2.0513,0.1485,0.1469
0.244,7325.0,CALL,1.4,42.4,40.8738,-1.5262,0.1261,0.1244
0.2988,4850.0,PUT,0.9,21.25,26.3806,5.1306,0.3816,0.3984
0.2988,5225.0,PUT,1.0,29.9,34.3626,4.4626,0.3374,0.3481
0.2988,5625.0,PUT,1.1,45.75,50.5468,4.7968,0.2947,0.3028
0.2988,5940.0,PUT,1.4,66.3,71.4989,5.1989,0.2632,0.2698
0.2988,6080.0,PUT,1.5,78.85,84.0545,5.2045,0.2495,0.2554
0.2988,6210.0,PUT,1.7,92.95,98.0231,5.0731,0.2369,0.242
0.2988,6330.0,PUT,1.7,108.45,113.3051,4.8551,0.2251,0.2296
0.2988,6470.0,PUT,1.5,131.15,134.6949,3.5449,0.212,0.2149
0.2988,6585.0,PUT,1.9,152.05,155.8189,3.7689,0.1998,0.2027
0.2988,6680.0,PUT,2.1,173.25,176.2651,3.0151,0.1904,0.1925
0.2988,7050.0,CALL,1.5,176.25,174.9322,-1.3178,0.1538,0.1529
0.2988,7175.0,CALL,1.4,116.2,113.581,-2.619,0.1427,0.1408
0.2988,7310.0,CALL,1.7,67.45,65.218,-2.232,0.1322,0.1303
0.2988,7500.0,CALL,1.3,27.65,27.7874,0.1374,0.1226,0.1227
0.2988,7875.0,CALL,0.6,4.1,7.3548,3.2548,0.1178,0.13
0.3316,5225.0,PUT,1.1,34.05,38.8583,4.8083,0.3307,0.341
0.3316,5625.0,PUT,1.3,51.45,56.7231,5.2731,0.2899,0.2979
0.3316,6000.0,PUT,1.5,79.15,84.7252,5.5752,0.2543,0.2604
0.3316,6130.0,PUT,1.5,92.65,98.0337,5.3837,0.2423,0.2477
0.3316,6260.0,PUT,1.6,108.7,113.7779,5.0779,0.2303,0.2349
0.3316,6380.0,PUT,1.5,126.25,130.9081,4.6581,0.2192,0.223
0.3316,6490.0,PUT,1.6,145.0,149.2477,4.2477,0.2088,0.2121
0.3316,6565.0,PUT,1.5,159.55,163.4605,3.9105,0.2017,0.2045
0.3316,6640.0,PUT,1.8,175.8,179.2836,3.4836,0.1945,0.197
0.3316,6715.0,PUT,1.9,193.85,196.9546,3.1046,0.1873,0.1894
0.3316,7065.0,CALL,1.7,182.95,185.6372,2.6872,0.1524,0.1542
0.3316,7190.0,CALL,1.4,123.2,124.2071,1.0071,0.142,0.1427
0.3316,7400.0,CALL,1.2,54.6,54.4411,-0.1589,0.1284,0.1282
0.3316,7900.0,CALL,0.6,5.1,8.6589,3.5589,0.1175,0.1289
0.3774,5125.0,PUT,1.0,36.5,41.5079,5.0079,0.3334,0.3436
0.3774,5525.0,PUT,1.1,53.95,59.1007,5.1507,0.2943,0.3018
0.3774,5900.0,PUT,1.5,80.85,86.1518,5.3018,0.2604,0.2661
0.3774,6170.0,PUT,1.6,109.8,114.9065,5.1065,0.2366,0.2411
0.3774,6290.0,PUT,1.7,126.15,131.0845,4.9345,0.226,0.23
0.3774,6420.0,PUT,1.9,146.95,151.5941,4.6441,0.2145,0.2179
0.3774,6550.0,PUT,1.7,171.85,175.8502,4.0002,0.203,0.2058
0.3774,6675.0,PUT,1.9,199.15,203.5039,4.3539,0.1913,0.1941
0.3774,7075.0,CALL,2.1,203.85,205.7789,1.9289,0.1557,0.1568
0.3774,7200.0,CALL,2.0,142.6,143.3201,0.7201,0.1456,0.1461
0.3774,7325.0,CALL,1.8,94.2,93.9109,-0.2891,0.137,0.1368
0.3774,7650.0,CALL,1.1,25.05,26.7571,1.7071,0.1222,0.1244
0.3774,8300.0,CALL,0.4,1.8,6.265,4.465,0.1236,0.1475
0.4165,5700.0,PUT,1.4,72.9,77.5816,4.6816,0.2756,0.281
0.4165,6100.0,PUT,1.4,112.2,116.2271,4.0271,0.2419,0.2454
0.4165,6500.0,PUT,1.7,175.05,178.2792,3.2292,0.2081,0.2102
0.4165,6725.0,PUT,1.6,226.2,229.4186,3.2186,0.1884,0.1903
0.4165,7300.0,CALL,1.7,121.25,120.5731,-0.6769,0.1424,0.142
0.4165,7800.0,CALL,1.0,18.2,20.3314,2.1314,0.122,0.1252
0.4732,5050.0,PUT,1.2,45.0,50.2107,5.2107,0.3273,0.3361
0.4732,5450.0,PUT,1.3,65.25,69.9883,4.7383,0.2922,0.2981
0.4732,5825.0,PUT,1.4,95.0,99.1817,4.1817,0.2618,0.2658
0.4732,6200.0,PUT,1.6,140.3,143.5509,3.2509,0.2323,0.2347
0.4732,6490.0,PUT,1.9,190.55,193.2856,2.7356,0.2092,0.2109
0.4732,7050.0,CALL,2.3,267.85,271.3114,3.4614,0.1635,0.1654
0.4732,7425.0,CALL,1.9,99.95,101.0923,1.1423,0.1382,0.1389
0.4732,7800.0,CALL,1.2,26.5,28.6226,2.1226,0.1242,0.1267
0.5499,4900.0,PUT,1.1,47.15,52.765,5.615,0.3316,0.3408
0.5499,5275.0,PUT,1.4,65.5,70.3146,4.8146,0.3002,0.3062
0.5499,5675.0,PUT,1.4,95.4,99.4836,4.0836,0.2694,0.2732
0.5499,6050.0,PUT,1.8,137.9,140.7063,2.8063,0.2421,0.2441
0.5499,6425.0,PUT,1.7,199.75,201.7459,1.9959,0.2147,0.2159
0.5499,7075.0,CALL,2.4,290.7,295.9712,5.2712,0.1652,0.1678
0.5499,7450.0,CALL,2.0,119.8,123.5598,3.7598,0.1413,0.1435
0.5499,7850.0,CALL,1.2,34.2,36.7255,2.5255,0.1267,0.1292
0.5835,5050.0,PUT,1.3,57.25,62.5604,5.3104,0.3153,0.3227
0.5835,5575.0,PUT,1.5,91.95,96.3581,4.4081,0.2747,0.279
0.5835,5950.0,PUT,1.6,131.7,134.9438,3.2438,0.2481,0.2505
0.5835,6305.0,PUT,1.8,185.8,187.8932,2.0932,0.2232,0.2245
0.5835,6385.0,PUT,1.9,200.75,202.725,1.975,0.2176,0.2187
0.5835,6460.0,PUT,2.0,215.8,217.7935,1.9935,0.2122,0.2133
0.5835,6535.0,PUT,2.0,232.0,234.0924,2.0924,0.2067,0.2079
0.5835,6610.0,PUT,2.1,249.45,251.7353,2.2853,0.2013,0.2025
0.5835,6690.0,PUT,2.2,269.6,272.1791,2.5791,0.1954,0.1967
0.5835,7040.0,CALL,2.4,325.9,332.6086,6.7086,0.1688,0.172
0.5835,7115.0,CALL,1.3,345.15,290.1425,-55.0075,0.1934,0.1668
0.5835,7190.0,CALL,2.3,243.15,250.4192,7.2692,0.1583,0.1618
0.5835,7265.0,CALL,2.2,206.5,213.6749,7.1749,0.1534,0.1569
0.5835,7345.0,CALL,2.1,171.25,178.0189,6.7689,0.1485,0.152
0.5835,8000.0,CALL,1.2,24.5,27.9414,3.4414,0.1251,0.1292
0.6266,5050.0,PUT,1.3,62.05,67.2848,5.2348,0.3116,0.3184
0.6266,5425.0,PUT,1.4,86.5,90.81,4.31,0.2835,0.2878
0.6266,5800.0,PUT,1.6,122.4,125.5701,3.1701,0.2574,0.2598
0.6266,6200.0,PUT,2.1,178.35,180.0957,1.7457,0.2304,0.2314
0.6266,6575.0,PUT,2.2,253.1,255.09,1.99,0.2044,0.2055
0.6266,7225.0,CALL,2.4,245.8,252.9933,7.1933,0.1587,0.1621
0.6266,7600.0,CALL,1.9,100.45,105.5647,5.1147,0.1384,0.1414
0.6266,8200.0,CALL,0.9,16.55,20.5597,4.0097,0.1249,0.1308
0.7224,5050.0,PUT,1.3,72.75,77.6079,4.8579,0.3048,0.3103
0.7224,5425.0,PUT,1.5,100.65,104.1629,3.5129,0.2791,0.2822
0.7224,5800.0,PUT,1.7,140.55,142.4935,1.9435,0.255,0.2564
0.7224,6175.0,PUT,2.1,196.65,196.8989,0.2489,0.2317,0.2319
0.7224,6575.0,PUT,2.2,279.3,279.9783,0.6783,0.2062,0.2065
0.7224,7225.0,CALL,2.7,288.15,296.492,8.342,0.1634,0.1671
0.7224,7600.0,CALL,2.1,131.55,139.7164,8.1664,0.1433,0.1475
0.7224,8100.0,CALL,1.7,35.55,39.5692,4.0192,0.1293,0.133
0.799,5025.0,PUT,1.4,79.0,84.0848,5.0848,0.3016,0.3069
0.799,5425.0,PUT,1.5,110.75,114.4764,3.7264,0.2755,0.2785
0.799,5800.0,PUT,1.7,153.25,155.4334,2.1834,0.2528,0.2542
0.799,6175.0,PUT,1.9,211.85,212.6776,0.8276,0.2307,0.2312
0.799,6550.0,PUT,2.5,291.15,292.2494,1.0994,0.2084,0.2089
0.799,7225.0,CALL,2.7,319.05,330.6511,11.6011,0.1659,0.1707
0.799,7600.0,CALL,2.3,155.95,168.2217,12.2717,0.1462,0.152
0.799,8050.0,CALL,1.5,53.45,59.8825,6.4325,0.1323,0.137
0.8354,5050.0,PUT,2.2,83.5,89.4058,5.9058,0.2969,0.3028
0.8354,5720.0,PUT,2.4,147.1,151.2052,4.1052,0.2555,0.2582
0.8354,5925.0,PUT,2.6,175.5,178.8468,3.3468,0.2437,0.2457
0.8354,6050.0,PUT,2.6,195.3,198.2787,2.9787,0.2366,0.2383
0.8354,6150.0,PUT,0.8,203.8,215.4019,11.6019,0.2262,0.2324
0.8354,6275.0,PUT,2.7,236.25,238.9779,2.7279,0.2237,0.2251
0.8354,6395.0,PUT,0.8,249.5,264.113,14.613,0.2111,0.2181
0.8354,6500.0,PUT,2.8,284.9,288.3278,3.4278,0.2106,0.2121
0.8354,6605.0,PUT,2.4,288.7,314.8239,26.1239,0.1946,0.2062
0.8354,6690.0,PUT,2.9,333.25,338.0941,4.8441,0.1993,0.2014
0.8354,7045.0,CALL,3.6,433.9,445.5309,11.6309,0.1771,0.1818
0.8354,7125.0,CALL,3.2,387.2,400.0967,12.8967,0.1723,0.1775
0.8354,7200.0,CALL,3.2,345.3,359.564,14.264,0.1678,0.1735
0.8354,7285.0,CALL,1.5,355.25,316.1937,-39.0563,0.185,0.1691
0.8354,7390.0,CALL,3.1,250.25,266.6291,16.3791,0.157,0.1638
0.8354,7470.0,CALL,3.0,215.4,232.0136,16.6136,0.1529,0.16
0.8354,7620.0,CALL,2.9,159.15,174.8544,15.7044,0.1459,0.1532
0.8354,7770.0,CALL,2.7,114.65,128.1204,13.4704,0.1402,0.1471
0.8354,7960.0,CALL,2.5,73.65,83.5868,9.9368,0.1348,0.1409
0.8354,8080.0,CALL,2.4,54.9,63.1329,8.2329,0.1322,0.138
0.8354,8270.0,CALL,2.3,34.15,40.6636,6.5136,0.1293,0.1353
0.8757,5025.0,PUT,3.0,85.5,91.8307,6.3307,0.2961,0.3023
0.8757,5400.0,PUT,4.1,115.85,122.0936,6.2436,0.2722,0.277
0.8757,5775.0,PUT,4.9,159.45,164.5708,5.1208,0.2507,0.2539
0.8757,6150.0,PUT,4.3,218.75,223.1774,4.4274,0.2298,0.2321
0.8757,6550.0,PUT,4.7,303.75,309.735,5.985,0.2071,0.2097
0.8757,7200.0,CALL,4.3,362.75,376.9863,14.2363,0.1695,0.1751
0.8757,7575.0,CALL,5.7,188.55,206.3653,17.8153,0.1495,0.1572
0.8757,8000.0,CALL,2.7,75.15,86.1451,10.9951,0.1352,0.1418
0.9715,4925.0,PUT,2.9,87.65,94.2996,6.6496,0.2978,0.3041
0.9715,5325.0,PUT,3.5,120.95,126.6165,5.6665,0.2739,0.2781
0.9715,5725.0,PUT,3.9,167.75,172.5066,4.7566,0.2519,0.2547
0.9715,6125.0,PUT,4.6,231.8,236.2831,4.4831,0.2306,0.2328
0.9715,6525.0,PUT,5.0,317.2,323.9596,6.7596,0.2091,0.2119
0.9715,7175.0,CALL,6.5,412.15,430.7822,18.6322,0.1728,0.1798
0.9715,7575.0,CALL,5.7,219.45,243.013,23.563,0.1523,0.1618
0.9715,8000.0,CALL,3.4,94.5,111.6157,17.1157,0.1375,0.1464
1.0482,4875.0,PUT,3.1,91.55,97.8024,6.2524,0.2979,0.3036
1.0482,5250.0,PUT,3.3,123.15,128.2121,5.0621,0.2763,0.28
1.0482,5650.0,PUT,3.6,169.4,173.498,4.098,0.2549,0.2573
1.0482,6025.0,PUT,5.3,227.65,231.4184,3.7684,0.2357,0.2375
1.0482,6400.0,PUT,4.1,303.25,308.7414,5.4914,0.2164,0.2187
1.0482,7050.0,CALL,6.3,512.85,531.16,18.31,0.1811,0.1878
1.0482,7425.0,CALL,7.3,310.45,336.3656,25.9156,0.1617,0.1712
1.0482,7900.0,CALL,4.5,135.95,159.458,23.508,0.1426,0.1531
1.2953,4900.0,PUT,3.7,114.55,120.9064,6.3564,0.2872,0.292
1.2953,5275.0,PUT,5.6,152.2,157.4657,5.2657,0.2683,0.2716
1.2953,5650.0,PUT,4.9,201.55,206.4127,4.8627,0.2506,0.2531
1.2953,6025.0,PUT,6.7,264.75,270.6729,5.9229,0.2333,0.2359
1.2953,6425.0,PUT,7.8,350.3,360.2501,9.9501,0.2149,0.2186
1.2953,7075.0,CALL,8.7,583.25,609.1799,25.9299,0.1838,0.1923
1.2953,7450.0,CALL,7.4,381.0,416.1118,35.1118,0.1667,0.1782
1.2953,7825.0,CALL,7.4,224.2,262.6336,38.4336,0.1516,0.1653
1.2953,8900.0,CALL,3.2,32.8,48.8636,16.0636,0.1306,0.1437
