T,K,Type,Spread,Market,Model,Err,IV_Mkt,IV_Model
0.0516,7070.0,CALL,1.2,16.3,15.6385,-0.6615,0.1236,0.1218
0.0516,7145.0,CALL,0.8,4.9,5.5535,0.6535,0.1114,0.1146
0.0605,5800.0,PUT,0.8,6.0,5.016,-0.984,0.3618,0.3514
0.0605,6325.0,PUT,1.0,20.8,19.8202,-0.9798,0.2668,0.2634
0.0605,6720.0,PUT,1.2,68.4,68.1281,-0.2719,0.1983,0.1979
0.0633,5900.0,PUT,0.6,8.0,6.3572,-1.6428,0.3406,0.327
0.0633,6450.0,PUT,1.0,32.0,31.0136,-0.9864,0.2461,0.2436
0.0633,7075.0,CALL,1.1,20.35,20.6414,0.2914,0.1217,0.1223
0.066,6025.0,PUT,1.0,11.5,9.2281,-2.2719,0.3173,0.3036
0.066,6500.0,PUT,1.2,39.2,37.9492,-1.2508,0.238,0.2352
0.066,7150.0,CALL,0.9,8.05,9.0886,1.0386,0.1113,0.1149
0.0688,6300.0,PUT,1.0,24.1,21.9744,-2.1256,0.2704,0.2636
0.0688,6725.0,PUT,1.4,77.1,76.1535,-0.9465,0.198,0.1966
0.0715,5450.0,PUT,0.4,4.8,5.1794,0.3794,0.4204,0.4253
0.0715,6050.0,PUT,0.8,14.1,11.2383,-2.8617,0.3107,0.2961
0.0715,6350.0,PUT,1.0,29.1,26.8715,-2.2285,0.2619,0.2557
0.0715,6475.0,PUT,1.2,40.4,38.6275,-1.7725,0.2417,0.2378
0.0715,6600.0,PUT,1.3,56.45,55.1521,-1.2979,0.2206,0.2183
0.0715,6725.0,PUT,1.3,79.15,78.3692,-0.7808,0.1976,0.1965
0.0715,7125.0,CALL,0.7,14.85,14.3382,-0.5118,0.1184,0.1171
0.0797,6000.0,PUT,0.9,13.95,11.7254,-2.2246,0.3091,0.2981
0.0797,6675.0,PUT,1.3,71.95,74.3329,2.3829,0.2013,0.2049
0.0824,4950.0,PUT,0.45,2.775,8.0952,5.3202,0.4929,0.5735
0.0824,5190.0,PUT,0.7,3.85,6.5344,2.6844,0.4486,0.4847
0.0824,5270.0,PUT,0.6,4.3,6.1751,1.8751,0.4338,0.4578
0.0824,5360.0,PUT,0.7,4.95,5.8965,0.9465,0.4182,0.4294
0.0824,5465.0,PUT,0.6,5.8,5.7803,-0.0197,0.3995,0.3993
0.0824,5545.0,PUT,0.7,6.55,5.8823,-0.6677,0.3851,0.3785
0.0824,5630.0,PUT,0.7,7.55,6.221,-1.329,0.3706,0.3588
0.0824,5720.0,PUT,0.8,8.8,6.9084,-1.8916,0.3551,0.3404
0.0824,5795.0,PUT,0.8,10.1,7.8073,-2.2927,0.3427,0.327
0.0824,5880.0,PUT,0.8,11.8,9.2763,-2.5237,0.3283,0.3134
0.0824,6020.0,PUT,0.9,15.65,13.0498,-2.6002,0.3058,0.294
0.0824,6140.0,PUT,1.0,20.3,18.0465,-2.2535,0.287,0.2789
0.0824,6220.0,PUT,0.9,24.35,22.5293,-1.8207,0.2747,0.269
0.0824,6295.0,PUT,0.9,28.95,27.7391,-1.2109,0.2629,0.2597
0.0824,6370.0,PUT,1.0,34.8,34.0861,-0.7139,0.2517,0.25
0.0824,6450.0,PUT,1.2,42.4,42.3238,-0.0762,0.2394,0.2392
0.0824,6525.0,PUT,1.0,51.1,51.6684,0.5684,0.2274,0.2285
0.0824,6600.0,PUT,1.3,61.75,62.8813,1.1313,0.2152,0.217
0.0824,6675.0,PUT,1.3,74.75,76.3385,1.5885,0.2024,0.2047
0.0824,7025.0,CALL,1.0,49.8,49.7899,-0.0101,0.1341,0.1341
0.0824,7105.0,CALL,1.1,22.75,23.1017,0.3517,0.1197,0.1204
0.0824,7180.0,CALL,0.9,9.05,10.5447,1.4947,0.1097,0.1142
0.0824,7255.0,CALL,0.7,3.35,4.9774,1.6274,0.1047,0.1131
0.1098,5600.0,PUT,0.9,11.65,9.1635,-2.4865,0.3559,0.3407
0.1098,6350.0,PUT,1.0,44.4,45.2968,0.8968,0.2449,0.2466
0.1098,6710.0,PUT,1.4,97.5,102.1375,4.6375,0.1917,0.1973
0.1098,7400.0,CALL,0.4,2.25,3.4196,1.1696,0.109,0.1168
0.1282,5175.0,PUT,0.7,8.55,8.8199,0.2699,0.411,0.4131
0.1282,5550.0,PUT,0.9,13.95,11.0101,-2.9399,0.3539,0.3385
0.1282,5760.0,PUT,0.9,18.75,15.1898,-3.5602,0.3225,0.3084
0.1282,5880.0,PUT,1.0,22.2,19.1345,-3.0655,0.304,0.2938
0.1282,6010.0,PUT,1.0,27.5,25.1784,-2.3216,0.2857,0.2794
0.1282,6130.0,PUT,1.2,33.9,32.8311,-1.0689,0.2692,0.2667
0.1282,6260.0,PUT,1.0,43.6,43.8901,0.2901,0.2525,0.2531
0.1282,6375.0,PUT,1.1,54.35,56.5192,2.1692,0.237,0.2405
0.1282,6450.0,PUT,1.5,62.35,66.4051,4.0551,0.2258,0.2318
0.1282,6525.0,PUT,1.4,72.5,77.7526,5.2526,0.2155,0.2225
0.1282,6600.0,PUT,1.6,84.5,90.7314,6.2314,0.2049,0.2126
0.1282,6680.0,PUT,1.8,99.9,106.6283,6.7283,0.1935,0.2012
0.1282,7030.0,CALL,1.4,82.2,79.9381,-2.2619,0.142,0.1396
0.1282,7105.0,CALL,1.2,51.3,47.1647,-4.1353,0.1318,0.1266
0.1282,7190.0,CALL,1.1,26.95,23.8276,-3.1224,0.122,0.1169
0.1282,7320.0,CALL,0.9,8.05,8.7028,0.6528,0.1115,0.1134
0.1282,7450.0,CALL,0.5,2.55,3.8354,1.2854,0.1102,0.118
0.1482,5900.0,PUT,1.1,27.65,24.8024,-2.8476,0.2943,0.2865
0.1482,6475.0,PUT,1.3,74.05,79.4563,5.4063,0.2194,0.2264
0.1482,7075.0,CALL,1.3,74.45,71.6259,-2.8241,0.1375,0.1345
0.1646,5050.0,PUT,0.7,11.05,11.3289,0.2789,0.4077,0.4094
0.1646,5410.0,PUT,0.9,16.55,13.9237,-2.6263,0.3557,0.3441
0.1646,5530.0,PUT,1.0,19.1,16.0099,-3.0901,0.3388,0.3269
0.1646,5670.0,PUT,0.9,22.85,19.5401,-3.3099,0.3197,0.3089
0.1646,5790.0,PUT,1.0,26.9,23.763,-3.137,0.3037,0.295
0.1646,5925.0,PUT,1.0,32.7,30.2261,-2.4739,0.2862,0.2804
0.1646,6050.0,PUT,1.2,39.6,38.2677,-1.3323,0.2704,0.2678
0.1646,6175.0,PUT,1.1,48.45,48.7668,0.3168,0.2549,0.2555
0.1646,6300.0,PUT,1.1,59.75,62.1927,2.4427,0.2395,0.2431
0.1646,6410.0,PUT,1.4,72.4,76.7832,4.3832,0.2261,0.2317
0.1646,6490.0,PUT,1.2,83.4,89.2093,5.8093,0.2161,0.223
0.1646,6565.0,PUT,1.3,95.45,102.3818,6.9318,0.2066,0.2142
0.1646,6640.0,PUT,1.3,109.45,117.1764,7.7264,0.197,0.2049
0.1646,6715.0,PUT,1.4,125.8,133.7968,7.9968,0.1871,0.1949
0.1646,7065.0,CALL,1.3,89.25,87.1329,-2.1171,0.1407,0.1386
0.1646,7145.0,CALL,1.3,57.45,52.7201,-4.7299,0.1316,0.1263
0.1646,7220.0,CALL,1.3,35.65,31.1467,-4.5033,0.1244,0.1184
0.1646,7295.0,CALL,1.2,20.8,18.4831,-2.3169,0.1187,0.1146
0.1646,7370.0,CALL,0.9,11.75,11.4035,-0.3465,0.1149,0.1141
0.1646,7450.0,CALL,0.5,6.25,7.2133,0.9633,0.1126,0.1159
0.1646,7525.0,CALL,0.7,3.65,5.007,1.357,0.1127,0.1191
0.2049,4850.0,PUT,0.7,12.85,14.0364,1.1864,0.4175,0.424
0.2049,5225.0,PUT,0.8,18.4,16.3825,-2.0175,0.3651,0.357
0.2049,5600.0,PUT,1.0,28.1,24.7607,-3.3393,0.3169,0.3079
0.2049,5860.0,PUT,1.1,39.15,36.4646,-2.6854,0.2854,0.28
0.2049,5980.0,PUT,1.3,46.15,44.3491,-1.8009,0.2713,0.2682
0.2049,6110.0,PUT,1.1,56.15,55.2569,-0.8931,0.2572,0.2558
0.2049,6230.0,PUT,1.2,67.1,67.9543,0.8543,0.2435,0.2447
0.2049,6360.0,PUT,1.5,81.15,85.0285,3.8785,0.2279,0.2324
0.2049,6480.0,PUT,1.6,98.0,104.2353,6.2353,0.214,0.2205
0.2049,6560.0,PUT,1.3,112.45,119.0598,6.6098,0.2057,0.212
0.2049,6635.0,PUT,1.5,127.15,134.5609,7.4109,0.1969,0.2037
0.2049,6710.0,PUT,1.8,142.8,151.7698,8.9698,0.1869,0.1947
0.2049,7065.0,CALL,1.9,114.85,113.0653,-1.7847,0.1455,0.144
0.2049,7175.0,CALL,1.3,69.75,62.6911,-7.0589,0.135,0.1282
0.2049,7300.0,CALL,1.4,34.2,28.869,-5.331,0.1242,0.1172
0.2049,7425.0,CALL,1.1,15.35,14.0215,-1.3285,0.1177,0.115
0.244,4900.0,PUT,0.8,16.8,17.2877,0.4877,0.3925,0.3946
0.244,5625.0,PUT,1.1,35.65,32.9854,-2.6646,0.3039,0.2981
0.244,6000.0,PUT,1.2,57.2,56.1874,-1.0126,0.2627,0.2613
0.244,6370.0,PUT,1.5,95.75,100.0779,4.3279,0.2235,0.2279
0.244,6510.0,PUT,1.5,117.45,124.4884,7.0384,0.2085,0.2148
0.244,6650.0,PUT,1.8,145.0,154.0403,9.0403,0.1933,0.2007
0.244,7060.0,CALL,1.4,139.3,140.5118,1.2118,0.1485,0.1494
0.244,7325.0,CALL,1.4,42.4,36.4146,-5.9854,0.1261,0.1193
0.2987,4850.0,PUT,0.9,21.25,21.8369,0.5869,0.3816,0.3837
0.2987,5225.0,PUT,1.0,29.9,28.277,-1.623,0.3374,0.3333
0.2987,5625.0,PUT,1.1,45.75,43.3155,-2.4345,0.2947,0.2905
0.2987,5940.0,PUT,1.4,66.3,64.604,-1.696,0.2632,0.261
0.2987,6080.0,PUT,1.5,78.85,78.1178,-0.7322,0.2496,0.2487
0.2987,6210.0,PUT,1.7,92.95,93.6684,0.7184,0.2369,0.2376
0.2987,6330.0,PUT,1.7,108.45,111.0666,2.6166,0.2251,0.2275
0.2987,6470.0,PUT,1.5,131.15,135.5809,4.4309,0.212,0.2156
0.2987,6585.0,PUT,1.9,152.05,159.4625,7.4125,0.1998,0.2055
0.2987,6680.0,PUT,2.1,173.25,181.9585,8.7085,0.1904,0.1967
0.2987,7050.0,CALL,1.5,176.25,179.6896,3.4396,0.1538,0.1562
0.2987,7175.0,CALL,1.4,116.2,113.5101,-2.6899,0.1427,0.1407
0.2987,7310.0,CALL,1.7,67.45,60.6871,-6.7629,0.1322,0.1263
0.2987,7500.0,CALL,1.3,27.65,23.9945,-3.6555,0.1226,0.1177
0.2987,7875.0,CALL,0.6,4.1,6.8839,2.7839,0.1178,0.1285
0.3316,5225.0,PUT,1.1,34.05,32.6913,-1.3587,0.3307,0.3277
0.3316,5625.0,PUT,1.3,51.45,49.4444,-2.0056,0.2899,0.2867
0.3316,6000.0,PUT,1.5,79.15,78.0062,-1.1438,0.2543,0.253
0.3316,6130.0,PUT,1.5,92.65,92.3585,-0.2915,0.2423,0.242
0.3316,6260.0,PUT,1.6,108.7,109.8247,1.1247,0.2303,0.2313
0.3316,6380.0,PUT,1.5,126.25,129.1764,2.9264,0.2192,0.2216
0.3316,6490.0,PUT,1.6,145.0,149.9695,4.9695,0.2088,0.2126
0.3316,6565.0,PUT,1.5,159.55,165.9536,6.4036,0.2017,0.2064
0.3316,6640.0,PUT,1.8,175.8,183.4889,7.6889,0.1945,0.1999
0.3316,6715.0,PUT,1.9,193.85,202.659,8.809,0.1873,0.1932
0.3316,7065.0,CALL,1.7,182.95,190.3959,7.4459,0.1524,0.1572
0.3316,7190.0,CALL,1.4,123.2,124.3978,1.1978,0.142,0.1428
0.3316,7400.0,CALL,1.2,54.6,49.0826,-5.5174,0.1284,0.1233
0.3316,7900.0,CALL,0.6,5.1,8.1958,3.0958,0.1175,0.1276
0.3774,5125.0,PUT,1.0,36.5,35.7538,-0.7462,0.3334,0.3318
0.3774,5525.0,PUT,1.1,53.95,52.0307,-1.9193,0.2943,0.2914
0.3774,5900.0,PUT,1.5,80.85,78.8832,-1.9668,0.2604,0.2582
0.3774,6170.0,PUT,1.6,109.8,109.2296,-0.5704,0.2366,0.2361
0.3774,6290.0,PUT,1.7,126.15,126.9566,0.8066,0.226,0.2267
0.3774,6420.0,PUT,1.9,146.95,149.8011,2.8511,0.2145,0.2166
0.3774,6550.0,PUT,1.7,171.85,176.8958,5.0458,0.2031,0.2065
0.3774,6675.0,PUT,1.9,199.15,207.3287,8.1787,0.1913,0.1965
0.3774,7075.0,CALL,2.1,203.85,210.689,6.839,0.1557,0.1598
0.3774,7200.0,CALL,2.0,142.6,144.2341,1.6341,0.1456,0.1467
0.3774,7325.0,CALL,1.8,94.2,90.2508,-3.9492,0.137,0.1342
0.3774,7650.0,CALL,1.1,25.05,23.3481,-1.7019,0.1222,0.1199
0.3774,8300.0,CALL,0.4,1.8,6.4791,4.6791,0.1236,0.1483
0.4165,5700.0,PUT,1.4,72.9,70.236,-2.664,0.2756,0.2725
0.4165,6100.0,PUT,1.4,112.2,109.6187,-2.5813,0.2419,0.2397
0.4165,6500.0,PUT,1.7,175.05,177.2548,2.2048,0.2081,0.2095
0.4165,6725.0,PUT,1.6,226.2,233.1811,6.9811,0.1884,0.1925
0.4165,7300.0,CALL,1.7,121.25,118.684,-2.566,0.1424,0.1408
0.4165,7800.0,CALL,1.0,18.2,18.2478,0.0478,0.122,0.122
0.4732,5050.0,PUT,1.2,45.0,45.2222,0.2222,0.3273,0.3277
0.4732,5450.0,PUT,1.3,65.25,63.4267,-1.8233,0.2922,0.2899
0.4732,5825.0,PUT,1.4,95.0,91.7309,-3.2691,0.2618,0.2586
0.4732,6200.0,PUT,1.6,140.3,137.1592,-3.1408,0.2323,0.23
0.4732,6490.0,PUT,1.9,190.55,190.7109,0.1609,0.2092,0.2093
0.4732,7050.0,CALL,2.3,267.85,276.3464,8.4964,0.1635,0.1681
0.4732,7425.0,CALL,1.9,99.95,96.5946,-3.3554,0.1382,0.136
0.4732,7800.0,CALL,1.2,26.5,25.3528,-1.1472,0.1242,0.1228
0.5499,4900.0,PUT,1.1,47.15,49.0476,1.8976,0.3316,0.3348
0.5499,5275.0,PUT,1.4,65.5,64.9314,-0.5686,0.3002,0.2994
0.5499,5675.0,PUT,1.4,95.4,92.45,-2.95,0.2694,0.2666
0.5499,6050.0,PUT,1.8,137.9,133.1486,-4.7514,0.2421,0.2386
0.5499,6425.0,PUT,1.7,199.75,196.6041,-3.1459,0.2147,0.2128
0.5499,7075.0,CALL,2.4,290.7,299.8571,9.1571,0.1652,0.1697
0.5499,7450.0,CALL,2.0,119.8,119.9272,0.1272,0.1413,0.1414
0.5499,7850.0,CALL,1.2,34.2,32.5174,-1.6826,0.1267,0.1249
0.5835,5050.0,PUT,1.3,57.25,58.5192,1.2692,0.3153,0.3171
0.5835,5575.0,PUT,1.5,91.95,89.8333,-2.1167,0.2747,0.2727
0.5835,5950.0,PUT,1.6,131.7,127.3004,-4.3996,0.2481,0.2448
0.5835,6305.0,PUT,1.8,185.8,181.1008,-4.6992,0.2232,0.2204
0.5835,6385.0,PUT,1.9,200.75,196.6036,-4.1464,0.2176,0.2151
0.5835,6460.0,PUT,2.0,215.8,212.5012,-3.2988,0.2122,0.2103
0.5835,6535.0,PUT,2.0,232.0,229.8193,-2.1807,0.2067,0.2055
0.5835,6610.0,PUT,2.1,249.45,248.6484,-0.8016,0.2013,0.2008
0.5835,6690.0,PUT,2.2,269.6,270.4878,0.8878,0.1954,0.1959
0.5835,7040.0,CALL,2.4,325.9,335.8271,9.9271,0.1688,0.1735
0.5835,7115.0,CALL,1.3,345.15,293.4104,-51.7396,0.1934,0.1684
0.5835,7190.0,CALL,2.3,243.15,253.1572,10.0072,0.1583,0.1632
0.5835,7265.0,CALL,2.2,206.5,215.2854,8.7854,0.1534,0.1577
0.5835,7345.0,CALL,2.1,171.25,177.8522,6.6022,0.1485,0.1519
0.5835,8000.0,CALL,1.2,24.5,25.3929,0.8929,0.1251,0.1262
0.6265,5050.0,PUT,1.3,62.05,63.6841,1.6341,0.3117,0.3138
0.6265,5425.0,PUT,1.4,86.5,85.2621,-1.2379,0.2835,0.2823
0.6265,5800.0,PUT,1.6,122.4,118.3083,-4.0917,0.2574,0.2542
0.6265,6200.0,PUT,2.1,178.35,172.4404,-5.9096,0.2304,0.2267
0.6265,6575.0,PUT,2.2,253.1,250.4999,-2.6001,0.2044,0.2031
0.6265,7225.0,CALL,2.4,245.8,255.0658,9.2658,0.1587,0.163
0.6265,7600.0,CALL,1.9,100.45,99.9411,-0.5089,0.1384,0.1381
0.6265,8200.0,CALL,0.9,16.55,19.7462,3.1962,0.1249,0.1297
0.7224,5050.0,PUT,1.3,72.75,75.082,2.332,0.3048,0.3075
0.7224,5425.0,PUT,1.5,100.65,99.3628,-1.2872,0.2791,0.2779
0.7224,5800.0,PUT,1.7,140.55,135.5011,-5.0489,0.255,0.2514
0.7224,6175.0,PUT,2.1,196.65,188.7735,-7.8765,0.2317,0.2272
0.7224,6575.0,PUT,2.2,279.3,273.6387,-5.6613,0.2062,0.2035
0.7224,7225.0,CALL,2.7,288.15,297.4593,9.3093,0.1634,0.1675
0.7224,7600.0,CALL,2.1,131.55,135.5448,3.9948,0.1433,0.1454
0.7224,8100.0,CALL,1.7,35.55,35.7543,0.2043,0.1293,0.1295
0.799,5025.0,PUT,1.4,79.0,82.6452,3.6452,0.3016,0.3054
0.799,5425.0,PUT,1.5,110.75,110.3572,-0.3928,0.2755,0.2752
0.799,5800.0,PUT,1.7,153.25,148.758,-4.492,0.2528,0.2498
0.799,6175.0,PUT,1.9,211.85,204.3788,-7.4712,0.2307,0.2267
0.799,6550.0,PUT,2.5,291.15,284.6466,-6.5034,0.2084,0.2054
0.799,7225.0,CALL,2.7,319.05,330.2999,11.2499,0.1659,0.1705
0.799,7600.0,CALL,2.3,155.95,164.9989,9.0489,0.1462,0.1505
0.799,8050.0,CALL,1.5,53.45,54.0391,0.5891,0.1323,0.1327
0.8354,5050.0,PUT,2.2,83.5,88.2763,4.7763,0.2969,0.3017
0.8354,5720.0,PUT,2.4,147.1,145.2536,-1.8464,0.2555,0.2543
0.8354,5925.0,PUT,2.6,175.5,171.5871,-3.9129,0.2437,0.2414
0.8354,6050.0,PUT,2.6,195.3,190.3903,-4.9097,0.2366,0.2339
0.8354,6150.0,PUT,0.8,203.8,207.139,3.339,0.2262,0.228
0.8354,6275.0,PUT,2.7,236.25,230.4522,-5.7978,0.2237,0.2208
0.8354,6395.0,PUT,0.8,249.5,255.6048,6.1048,0.2112,0.2141
0.8354,6500.0,PUT,2.8,284.9,280.0999,-4.8001,0.2106,0.2084
0.8354,6605.0,PUT,2.4,288.7,307.1585,18.4585,0.1946,0.2028
0.8354,6690.0,PUT,2.9,333.25,331.0998,-2.1502,0.1993,0.1984
0.8354,7045.0,CALL,3.6,433.9,442.7454,8.8454,0.1771,0.1806
0.8354,7125.0,CALL,3.2,387.2,398.2141,11.0141,0.1723,0.1767
0.8354,7200.0,CALL,3.2,345.3,358.3418,13.0418,0.1678,0.173
0.8354,7285.0,CALL,1.5,355.25,315.4042,-39.8458,0.185,0.1688
0.8354,7390.0,CALL,3.1,250.25,265.7902,15.5402,0.157,0.1635
0.8354,7470.0,CALL,3.0,215.4,230.6655,15.2655,0.1529,0.1594
0.8354,7620.0,CALL,2.9,159.15,171.6264,12.4764,0.1459,0.1517
0.8354,7770.0,CALL,2.7,114.65,122.6392,7.9892,0.1402,0.1443
0.8354,7960.0,CALL,2.5,73.65,76.8819,3.2319,0.1348,0.1368
0.8354,8080.0,CALL,2.4,54.9,57.1776,2.2776,0.1322,0.1338
0.8354,8270.0,CALL,2.3,34.15,37.2649,3.1149,0.1293,0.1322
0.8757,5025.0,PUT,3.0,85.5,91.3885,5.8885,0.2961,0.3019
0.8757,5400.0,PUT,4.1,115.85,118.916,3.066,0.2722,0.2746
0.8757,5775.0,PUT,4.9,159.45,158.4791,-0.9709,0.2507,0.2501
0.8757,6150.0,PUT,4.3,218.75,214.9244,-3.8256,0.2298,0.2278
0.8757,6550.0,PUT,4.7,303.75,301.3627,-2.3873,0.2071,0.206
0.8757,7200.0,CALL,4.3,362.75,374.916,12.166,0.1695,0.1743
0.8757,7575.0,CALL,5.7,188.55,203.922,15.372,0.1495,0.1562
0.8757,8000.0,CALL,2.7,75.15,79.4741,4.3241,0.1352,0.1378
0.9715,4925.0,PUT,2.9,87.65,95.8358,8.1858,0.2978,0.3055
0.9715,5325.0,PUT,3.5,120.95,125.1173,4.1673,0.2739,0.277
0.9715,5725.0,PUT,3.9,167.75,167.4924,-0.2576,0.2519,0.2517
0.9715,6125.0,PUT,4.6,231.8,228.3153,-3.4847,0.2306,0.2289
0.9715,6525.0,PUT,5.0,317.2,314.9003,-2.2997,0.2091,0.2081
0.9715,7175.0,CALL,6.5,412.15,426.4623,14.3123,0.1728,0.1782
0.9715,7575.0,CALL,5.7,219.45,240.331,20.881,0.1523,0.1607
0.9715,8000.0,CALL,3.4,94.5,105.2549,10.7549,0.1375,0.1432
1.0482,4875.0,PUT,3.1,91.55,100.7824,9.2324,0.2979,0.3063
1.0482,5250.0,PUT,3.3,123.15,128.2983,5.1483,0.2763,0.28
1.0482,5650.0,PUT,3.6,169.4,169.8351,0.4351,0.2549,0.2551
1.0482,6025.0,PUT,5.3,227.65,224.4302,-3.2198,0.2357,0.2341
1.0482,6400.0,PUT,4.1,303.25,299.6523,-3.5977,0.2164,0.2148
1.0482,7050.0,CALL,6.3,512.85,524.1703,11.3203,0.1811,0.1853
1.0482,7425.0,CALL,7.3,310.45,332.6393,22.1893,0.1617,0.1699
1.0482,7900.0,CALL,4.5,135.95,154.353,18.403,0.1426,0.1509
1.2953,4900.0,PUT,3.7,114.55,127.4275,12.8775,0.2872,0.2969
1.2953,5275.0,PUT,5.6,152.2,160.5676,8.3676,0.2683,0.2735
1.2953,5650.0,PUT,4.9,201.55,205.3418,3.7918,0.2506,0.2525
1.2953,6025.0,PUT,6.7,264.75,265.3804,0.6304,0.2333,0.2336
1.2953,6425.0,PUT,7.8,350.3,351.4798,1.1798,0.2149,0.2153
1.2953,7075.0,CALL,8.7,583.25,599.4733,16.2233,0.1838,0.1891
1.2953,7450.0,CALL,7.4,381.0,408.7578,27.7578,0.1667,0.1758
1.2953,7825.0,CALL,7.4,224.2,257.2518,33.0518,0.1516,0.1634
1.2953,8900.0,CALL,3.2,32.8,46.5949,13.7949,0.1306,0.142
