T,K,Type,Spread,Market,Model,Err,IV_Mkt,IV_Model
0.6265,5425.0,PUT,1.4,86.5,87.9627,1.4627,0.2835,0.285
0.6265,5800.0,PUT,1.6,122.4,126.7413,4.3413,0.2574,0.2607
0.6265,6200.0,PUT,2.1,178.35,185.9536,7.6036,0.2304,0.235
0.6265,6575.0,PUT,2.2,253.1,262.8898,9.7898,0.2044,0.2095
0.6265,7225.0,CALL,2.4,245.8,252.3491,6.5491,0.1587,0.1618
0.6265,7600.0,CALL,1.9,100.45,102.9253,2.4753,0.1384,0.1399
0.6265,8200.0,CALL,0.9,16.55,25.3254,8.7754,0.1249,0.1371
0.7224,5050.0,PUT,1.3,72.75,74.5409,1.7909,0.3048,0.3069
0.7224,5425.0,PUT,1.5,100.65,103.6085,2.9585,0.2791,0.2817
0.7224,5800.0,PUT,1.7,140.55,146.0811,5.5311,0.255,0.2589
0.7224,6175.0,PUT,2.1,196.65,205.0087,8.3587,0.2317,0.2365
0.7224,6575.0,PUT,2.2,279.3,290.4659,11.1659,0.2062,0.2116
0.7224,7225.0,CALL,2.7,288.15,298.8697,10.7197,0.1634,0.1681
0.7224,7600.0,CALL,2.1,131.55,137.6208,6.0708,0.1433,0.1465
0.7224,8100.0,CALL,1.7,35.55,44.0999,8.5499,0.1293,0.137
0.799,5025.0,PUT,1.4,79.0,82.762,3.762,0.3016,0.3055
0.799,5425.0,PUT,1.5,110.75,115.9037,5.1537,0.2755,0.2797
0.799,5800.0,PUT,1.7,153.25,161.0212,7.7712,0.2528,0.2578
0.799,6175.0,PUT,1.9,211.85,222.7999,10.9499,0.2307,0.2366
0.799,6550.0,PUT,2.5,291.15,304.8809,13.7309,0.2084,0.2147
0.799,7225.0,CALL,2.7,319.05,335.7245,16.6745,0.1659,0.1728
0.799,7600.0,CALL,2.3,155.95,167.4361,11.4861,0.1462,0.1517
0.799,8050.0,CALL,1.5,53.45,63.4344,9.9844,0.1323,0.1395
0.8354,5050.0,PUT,2.2,83.5,89.1358,5.6358,0.2969,0.3025
0.8354,5720.0,PUT,2.4,147.1,156.7872,9.6872,0.2555,0.2619
0.8354,5925.0,PUT,2.6,175.5,186.9652,11.4652,0.2437,0.2505
0.8354,6050.0,PUT,2.6,195.3,207.9357,12.6357,0.2366,0.2436
0.8354,6150.0,PUT,0.8,203.8,226.2137,22.4137,0.2262,0.2381
0.8354,6275.0,PUT,2.7,236.25,251.0539,14.8039,0.2237,0.2311
0.8354,6395.0,PUT,0.8,249.5,277.1227,27.6227,0.2112,0.2243
0.8354,6500.0,PUT,2.8,284.9,301.8539,16.9539,0.2106,0.2183
0.8354,6605.0,PUT,2.4,288.7,328.5227,39.8227,0.1946,0.2122
0.8354,6690.0,PUT,2.9,333.25,351.6457,18.3957,0.1993,0.2072
0.8354,7045.0,CALL,3.6,433.9,455.4014,21.5014,0.1771,0.1858
0.8354,7125.0,CALL,3.2,387.2,408.513,21.313,0.1723,0.1809
0.8354,7200.0,CALL,3.2,345.3,366.4834,21.1834,0.1678,0.1763
0.8354,7285.0,CALL,1.5,355.25,321.3425,-33.9075,0.185,0.1712
0.8354,7390.0,CALL,3.1,250.25,269.6571,19.4071,0.157,0.1651
0.8354,7470.0,CALL,3.0,215.4,233.6327,18.2327,0.1529,0.1607
0.8354,7620.0,CALL,2.9,159.15,174.7832,15.6332,0.1459,0.1531
0.8354,7770.0,CALL,2.7,114.65,128.0494,13.3994,0.1402,0.1471
0.8354,7960.0,CALL,2.5,73.65,85.6243,11.9743,0.1348,0.1421
0.8354,8080.0,CALL,2.4,54.9,66.9568,12.0568,0.1322,0.1406
0.8354,8270.0,CALL,2.3,34.15,46.7505,12.6005,0.1293,0.1404
0.8757,5025.0,PUT,3.0,85.5,92.5054,7.0054,0.2961,0.3029
0.8757,5400.0,PUT,4.1,115.85,125.3796,9.5296,0.2722,0.2795
0.8757,5775.0,PUT,4.9,159.45,171.9136,12.4636,0.2507,0.2584
0.8757,6150.0,PUT,4.3,218.75,235.0616,16.3116,0.2298,0.2382
0.8757,6550.0,PUT,4.7,303.75,324.5265,20.7765,0.2071,0.2162
0.8757,7200.0,CALL,4.3,362.75,385.4003,22.6503,0.1695,0.1784
0.8757,7575.0,CALL,5.7,188.55,207.7909,19.2409,0.1495,0.1578
0.8757,8000.0,CALL,2.7,75.15,88.6993,13.5493,0.1352,0.1433
0.9715,4925.0,PUT,2.9,87.65,97.1301,9.4801,0.2978,0.3067
0.9715,5325.0,PUT,3.5,120.95,131.9841,11.0341,0.2739,0.2821
0.9715,5725.0,PUT,3.9,167.75,181.9197,14.1697,0.2519,0.2603
0.9715,6125.0,PUT,4.6,231.8,250.4669,18.6669,0.2306,0.2398
0.9715,6525.0,PUT,5.0,317.2,341.3748,24.1748,0.2091,0.2193
0.9715,7175.0,CALL,6.5,412.15,443.2709,31.1209,0.1728,0.1844
0.9715,7575.0,CALL,5.7,219.45,247.606,28.156,0.1523,0.1636
0.9715,8000.0,CALL,3.4,94.5,114.5241,20.0241,0.1375,0.1479
1.0482,4875.0,PUT,3.1,91.55,102.5792,11.0292,0.2979,0.3079
1.0482,5250.0,PUT,3.3,123.15,135.2536,12.1036,0.2763,0.2851
1.0482,5650.0,PUT,3.6,169.4,184.2802,14.8802,0.2549,0.2636
1.0482,6025.0,PUT,5.3,227.65,246.5661,18.9161,0.2357,0.2449
1.0482,6400.0,PUT,4.1,303.25,327.6035,24.3535,0.2164,0.2266
1.0482,7050.0,CALL,6.3,512.85,548.4292,35.5792,0.1811,0.1941
1.0482,7425.0,CALL,7.3,310.45,346.7651,36.3151,0.1617,0.1751
1.0482,7900.0,CALL,4.5,135.95,163.203,27.253,0.1426,0.1547
1.2953,4900.0,PUT,3.7,114.55,133.1828,18.6328,0.2872,0.301
1.2953,5275.0,PUT,5.6,152.2,172.3199,20.1199,0.2683,0.2805
1.2953,5650.0,PUT,4.9,201.55,224.6446,23.0946,0.2506,0.2623
1.2953,6025.0,PUT,6.7,264.75,292.8682,28.1182,0.2333,0.2455
1.2953,6425.0,PUT,7.8,350.3,386.1533,35.8533,0.2149,0.2283
1.2953,7075.0,CALL,8.7,583.25,634.5852,51.3352,0.1838,0.2006
1.2953,7450.0,CALL,7.4,381.0,435.779,54.779,0.1667,0.1847
1.2953,7825.0,CALL,7.4,224.2,275.0241,50.8241,0.1516,0.1697
1.2953,8900.0,CALL,3.2,32.8,60.6955,27.8955,0.1306,0.152
